Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_20,RSI_14,BB_Mid,BB_Upper,BB_Lower,OBV,Momentum,Volatility,Target
2015-03-30,173.4906463623047,174.97786237927156,170.43062162831464,174.74248245411664,17330588,180.22699127197265,187.72212707519532,181.6869107757824,31.269392733554454,182.96924209594727,192.62292899390368,173.31555519799085,-132043124.0,-6.7085113525390625,0.013460917842845112,1
2015-03-31,176.7539825439453,178.23049959453544,175.042071264393,175.042071264393,20235395,179.56683959960938,187.55842651367186,181.217108087036,39.398277836982636,182.55999069213868,192.55019289195204,172.56978849232533,-111807729.0,-6.6015167236328125,0.013691823215590778,1
2015-04-01,178.904541015625,179.53580146037353,173.99351702564954,176.51857308913966,14588531,178.8692398071289,187.4144128417969,180.99686360404445,40.327638075051745,181.86720504760743,190.73806293862503,172.99634715658982,-97219198.0,-6.9759979248046875,0.013473639620955364,0
2015-04-06,176.465087890625,179.32183011568313,175.76963288075356,178.89385230787886,12334096,178.19517822265624,187.17902587890626,180.5652659170521,40.984785872624876,181.1910041809082,189.49902470305014,172.88298365876628,-109553294.0,-6.7406158447265625,0.013409302830002032,1
2015-04-07,178.2198028564453,178.91525789512409,176.76468396343517,176.76468396343517,21275454,177.7404556274414,186.8785873413086,180.3418884827086,46.72803704419302,180.6335678100586,188.08306969235565,173.18406592776154,-88277840.0,-4.5472259521484375,0.01408914293926788,1
2015-04-08,185.29208374023438,186.0624323295186,178.23048596339783,178.35887501419583,24821205,178.25295715332032,186.703759765625,180.81333565009203,52.83431803604959,180.59344482421875,187.9268426935656,173.2600469548719,-63456635.0,5.1250152587890625,0.01864862330364122,1
2015-04-09,191.54054260253906,192.37510009020858,183.7727899381834,185.20651067760386,27276420,179.26191101074218,186.7523352050781,181.83497440746794,57.469670961854,180.97808990478515,189.70480702778318,172.25137278178713,-36180215.0,10.08953857421875,0.021050062177450517,1
2015-04-10,193.5198974609375,194.47214475854375,190.25659026826017,191.50841199734114,25323219,180.53406524658203,186.8270169067383,182.94782422208408,63.86648641662786,181.49593963623047,191.8466245680473,171.14525470441365,-10856996.0,12.721542358398438,0.020831890251737005,1
2015-04-13,197.40379333496094,197.88526655907532,192.32158390514024,194.04417985370733,20177342,182.52843017578124,186.9701742553711,184.3245831852152,68.0094670165793,182.12399368286134,194.62973221229942,169.61825515342326,9320346.0,19.943649291992188,0.01908564202151824,1
2015-04-15,197.64988708496094,201.06298172725784,194.1297872824526,197.0828068746773,22231264,184.9240264892578,187.04207427978517,185.59365974709576,72.83399192786577,182.9109344482422,197.21214250632585,168.60972639015853,31551610.0,23.955963134765625,0.015953123130706987,1
2015-04-16,198.65562438964844,200.72060537180948,196.65483793114063,197.83176610044086,20177302,187.44052429199218,187.03758026123046,186.83765637971982,72.6351316084261,183.83375778198243,199.6950054385967,167.97251012536816,51728912.0,25.16497802734375,0.01544499732258005,0
2015-04-17,198.33465576171875,202.06873755641382,197.4252046905088,200.08934909007345,23958678,189.59859161376954,187.08722534179688,187.93260870181496,73.27463264138127,184.58271560668945,201.71274246852641,167.45268874485248,27770234.0,21.580673217773438,0.016039614814082052,0
2015-04-20,189.51834106445312,200.6029102446017,187.98832866102612,200.57081298131627,37628162,190.65997161865235,186.9913589477539,188.08363083159003,63.97220291082993,184.7646057128906,202.02937982486733,167.4998316009139,-9857928.0,10.613800048828125,0.023915801318855873,0
2015-04-21,187.5496826171875,191.62616428519993,186.69374117100392,190.48131885295032,17707007,191.7684310913086,186.72965240478516,188.03277862069456,66.75298520322185,184.98180465698243,202.27328104680794,167.69032826715693,-27564935.0,11.0845947265625,0.023639394795130247,1
2015-04-22,188.2558135986328,189.75372868672946,185.52746060719113,188.71588864090145,14761313,192.77203216552735,186.51973022460936,188.05402004716484,67.63807147606771,185.25624389648436,202.57392305503168,167.93856473793704,-12803622.0,10.0360107421875,0.023616148861856156,0
2015-04-23,187.6780548095703,190.32080090490365,185.9661436324908,189.13317359628937,13337818,193.01062927246093,186.32007995605468,188.0182138340606,63.94430225899566,185.6317932128906,202.8099878992699,168.4535985265113,-26141440.0,2.3859710693359375,0.0204468607417713,1
2015-04-24,188.07391357421875,189.261555120083,185.88054353589987,187.66734825610772,12709854,192.6639663696289,186.18740692138672,188.02351857121852,62.25338223887208,185.96293869018555,203.05692702930762,168.8689503510635,-13431586.0,-3.4666290283203125,0.01707156312007176,0
2015-04-27,187.30355834960938,189.91420698512152,186.47970008634118,188.3200001777737,11042925,192.0423324584961,186.09581939697264,187.95495093106527,65.16014936688111,186.28819885253907,203.21515979050866,169.36123791456947,-24474511.0,-6.216339111328125,0.01654390034715597,0
2015-04-28,185.14230346679688,188.73729701561393,183.71928191352632,187.1751873187558,14687371,190.8161834716797,186.02391998291014,187.6870797439921,59.57386283301067,186.67230682373048,203.09698195260123,170.24763169485973,-39161882.0,-12.261489868164062,0.014512890731130048,0
2015-04-29,181.88966369628906,186.28711699983307,181.33329688955413,184.4575159906408,16387960,189.2401611328125,185.80693634033204,187.1349448823061,44.738549707480914,187.08209381103515,202.52287387686013,171.64131374521017,-55549842.0,-15.760223388671875,0.014645548359416548,1
2015-04-30,184.53244018554688,185.29210405504773,181.4510169215807,181.88969384439847,34802149,187.82784271240234,185.6066436767578,186.88708729213855,37.802576611843065,187.63418350219726,201.7626262760169,173.50574072837762,-20747693.0,-14.123184204101562,0.01585041126490207,1
2015-05-04,190.6524658203125,191.2837262118975,184.1365364063222,185.35626084324878,15078502,187.05962371826172,185.4930160522461,187.24569477101227,45.63802071243805,188.32910766601563,201.54181379668222,175.11640153534904,-5669191.0,-7.68218994140625,0.02038668285575337,1
2015-05-05,190.9092559814453,192.97423695637238,189.4006418273927,191.24094197032065,17846755,187.19871520996094,185.4474365234375,187.59460536248207,38.894947823010476,188.92934341430663,201.4097547213308,176.44893210728245,12177564.0,1.3909149169921875,0.014531728619944749,0
2015-05-06,188.36280822753906,191.8936071281178,186.59740163500163,190.449187448177,22438208,187.2800277709961,185.3558499145508,187.66776754010652,35.27810216930044,189.52422943115235,200.55288754737802,178.49557131492668,-10260644.0,0.8131256103515625,0.014811984352537179,0
2015-05-07,186.3299102783203,187.97761249745054,184.02953519601593,187.23936122445218,16735535,187.08743743896486,185.22189331054688,187.54035256279354,31.077465969901155,189.9297348022461,199.73707466164453,180.12239494284765,-26996179.0,-1.9259033203125,0.015169814309309823,1
2015-05-08,192.78367614746094,193.66124989777606,186.586519390773,188.73168681201602,17104443,187.5979995727539,185.34091125488283,188.03971671371426,42.828502184041426,190.30431442260743,199.93654729265523,180.67208155255963,-9891736.0,5.105621337890625,0.018823635286227408,1
2015-05-11,194.1379852294922,194.8963718784379,191.4185924669083,193.46625522287323,14214007,188.20440673828125,185.57967163085937,188.62050419140738,57.39387483069354,190.43418655395507,200.20563808790013,180.66273502001002,4322271.0,6.0640716552734375,0.018866416767427247,0
2015-05-12,188.2333526611328,193.91046957182255,187.46413208233537,193.91046957182255,16650201,188.2973861694336,185.74313720703125,188.58363261709553,50.971794639328735,190.16985931396485,199.87564369190355,180.46407493602615,-12327930.0,0.9297943115234375,0.02164902608089713,1
2015-05-13,191.7869415283203,192.55617645946668,185.7414588105762,189.24090567753933,16701434,188.96184997558595,185.97039916992188,188.88870965625978,54.64339804212238,189.8890167236328,199.0215887555865,180.75644469167912,4373504.0,6.6446380615234375,0.021873300853107746,0
2015-05-14,190.2918243408203,192.02530419974357,188.58002672137943,191.98195418524813,12329713,189.80206604003905,186.1726803588867,189.0223396262179,53.35611022248415,189.52111358642577,197.89893496455448,181.14329220829705,-7956209.0,8.40216064453125,0.021016706519650614,0
2015-05-15,189.37091064453125,192.18780811864855,188.5366868611301,191.0935565765658,8331715,190.2859130859375,186.29855285644533,189.05553686605725,51.643203016379445,189.05687789916993,196.24847329059475,181.86528250774512,-16287924.0,4.838470458984375,0.020904845414935976,1
2015-05-18,193.18455505371094,193.71542999490362,188.99172496056983,189.57676933816288,9847540,190.53912200927735,186.4634637451172,189.44877669345286,56.91738664260225,188.79937286376952,194.87434031114188,182.72440541639716,-6440384.0,2.5320892333984375,0.01913227524792057,1
2015-05-19,194.05128479003906,196.04477780292075,192.1119612107174,193.11954160387026,14513036,190.85332489013672,186.48928436279297,189.88711079788965,60.80812463740537,189.02602005004883,195.53654795698526,182.5154921431124,8072652.0,3.14202880859375,0.01915551414026347,1
2015-05-20,196.93316650390625,197.39903808640713,194.5171374996748,195.10219629776827,8708891,191.71036071777343,186.62816558837892,190.55816372227218,68.41602094502939,189.49519424438478,196.85481421544745,182.1355742733221,16781543.0,8.570358276367188,0.01875036169034282,0
2015-05-21,194.31129455566406,198.35244994187525,193.7370841058482,197.45320843211144,10759523,192.5084991455078,186.72702087402342,190.91560475402378,61.97725083549785,189.79796829223633,197.4358840234303,182.16005256104236,6022020.0,7.98138427734375,0.018995913898048663,1
2015-05-22,195.84976196289062,196.22896247890162,194.36547602487633,194.36547602487633,8349048,192.8151077270508,186.92212524414063,191.38552448820155,57.170453043121654,190.20655364990233,198.2314580169088,182.18164928289588,14371068.0,3.0660858154296875,0.01589025377476451,0
2015-05-25,193.82376098632812,196.74899721981475,193.35788938775943,195.0155174676145,6617337,192.78368530273437,187.12164764404298,191.61773748802315,53.83383894524418,190.49404602050782,198.60873284758415,182.3793591934315,7753731.0,-0.3142242431640625,0.016189227956760754,0
2015-05-26,191.67860412597656,194.14880278423198,191.2669019388558,193.9321105709988,9510249,193.12821044921876,187.29196166992188,191.6235343106854,54.408250437571155,190.71279830932616,198.70023042394826,182.72536619470407,-1756518.0,3.44525146484375,0.012997934996887535,1
2015-05-27,191.8302459716797,193.04368455208794,190.72516071172103,191.9819203700557,8078236,193.13254089355468,187.43171234130858,191.64322113554198,57.6975739840065,191.0471954345703,198.60089705377774,183.49349381536288,6321718.0,0.043304443359375,0.011549103034523606,0
2015-05-28,189.77174377441406,193.7695631479215,188.9483395663729,191.94941256781635,26538868,193.08053283691407,187.58892578125,191.46498519638692,45.19359074005895,191.44129943847656,197.69366688573746,185.18893199121567,-20217150.0,-0.52008056640625,0.011806006646054018,1
2015-05-29,190.0317840576172,192.0794463634778,189.18671202316233,190.6601639082406,29277517,193.14662017822266,187.78557830810547,191.3284898498374,43.21023974486423,191.71626663208008,197.1147016311256,186.31783163303456,9060367.0,0.6608734130859375,0.01169833408378624,1
2015-06-01,195.5030517578125,196.07727667431817,190.24847213254222,190.68184205932695,19594976,193.37846984863282,188.02852935791014,191.72606717440647,62.19550716765415,191.95879592895508,197.58694673884048,186.3306451190697,28655343.0,2.3184967041015625,0.013500868688765207,0
2015-06-02,194.72299194335938,199.0891638182213,193.162868929824,196.26144718439295,20178960,193.44564056396484,188.20537841796875,192.0114885809734,55.43083550143013,192.14948272705078,197.88530559216116,186.4136598619404,8476383.0,0.6717071533203125,0.013542872611228253,0
2015-06-03,194.224609375,197.27985193770022,192.5236459219677,194.7988197831642,15546279,193.1747848510742,188.42575653076173,192.22226198992834,57.55300811569094,192.44257278442382,197.9585326888579,186.92661287998973,-7069896.0,-2.70855712890625,0.012566497179780185,1
2015-06-04,197.7674102783203,198.52579681682707,193.40122372899853,195.9255916692109,15931395,193.52039642333983,188.72576416015625,192.7503713507276,64.65027962826986,193.01444778442382,198.22518661536193,187.8037089534857,8861499.0,3.45611572265625,0.013165854794760306,0
2015-06-05,196.69483947753906,198.68833263238542,195.97977397468765,197.16071110380008,13066337,193.6049041748047,189.05631958007814,193.1260349818525,56.77259051219096,193.21000595092772,198.67180078927174,187.7482111125837,-4204838.0,0.8450775146484375,0.013157715283199745,0
2015-06-08,191.86276245117188,197.18235980003936,191.353555324246,196.4889621392459,10846953,193.40880432128907,189.26455474853515,193.00572331226388,46.337902518711736,193.09624481201172,198.57141942856688,187.62107019545655,-15051791.0,-1.96099853515625,0.015088037507015638,0
2015-06-09,191.48358154296875,192.9895207266513,190.10763453551544,191.45106541832612,9153355,193.3893020629883,189.47825927734374,192.8607574294739,40.047518567688044,193.2587562561035,198.3021065314125,188.21540598079451,-24205146.0,-0.1950225830078125,0.014676572440744804,1
2015-06-10,196.2722930908203,197.16070074673922,191.7652659542079,191.98194369249617,13509379,193.83350677490233,189.85450225830078,193.18566558769737,53.31867959335871,193.4830238342285,198.64823766740835,188.31781000104866,-10695767.0,4.442047119140625,0.016683398299906765,0
2015-06-11,190.0643310546875,197.0740594508063,189.30592992706445,196.31565832318324,14676438,193.86276550292968,190.18191040039062,192.8883956321726,41.545316536084826,193.47164916992188,198.6673646048009,188.27593373504286,-25372205.0,0.2925872802734375,0.01957212010714186,1
2015-06-12,192.81622314453125,193.43376929517373,190.3026885205654,190.465211323503,21543824,194.1412094116211,190.56842193603515,192.88152206192103,48.55819872445459,193.64391479492187,198.48341123656346,188.80441835328028,-3828381.0,2.7844390869140625,0.020082113978112066,1
2015-06-15,195.3947296142578,196.09896122972717,192.84869373291542,193.91044363539274,12858570,194.13037719726563,190.9412368774414,193.12087516214356,55.252682633924636,193.75442352294922,198.65036266024507,188.85848438565338,9030189.0,-0.1083221435546875,0.01827638279489048,1
2015-06-16,195.8714141845703,196.0989402618983,193.54207076646344,194.79883050929365,13929305,194.2452194213867,191.28057434082032,193.38283125951753,55.660115253130314,193.84542999267578,198.8314404106848,188.85941957466676,22959494.0,1.1484222412109375,0.018229718298543696,1
2015-06-17,201.77606201171875,204.1920910592102,193.71541890528601,196.10978017945774,26232634,195.0003646850586,191.7867938232422,194.18218656925097,65.17813078912042,194.08757476806642,200.07483404939921,188.10031548673362,49192128.0,7.55145263671875,0.020379279894566615,1
2015-06-18,212.1227264404297,212.78360803283346,202.0577558092228,202.068589696566,49366799,196.43589630126954,192.46485229492188,195.89080941412516,72.25500239190025,194.9781463623047,205.02675286529333,184.92953985931607,98558927.0,14.355316162109375,0.0250787603561067,1
2015-06-19,215.95803833007812,218.0707042204091,212.8919614243679,212.8919614243679,45710935,198.36221618652343,193.07817138671874,197.80197407278735,71.30929634422003,195.98356018066406,209.73938462665856,182.22773573466955,144269862.0,19.263198852539062,0.024852879632603898,0
2015-06-22,214.8854522705078,218.56907518026225,213.75868460509787,216.02303935867965,19394187,200.66448516845702,193.54506958007812,199.42897199637977,70.87730807138088,197.03664474487306,213.1235462778567,180.94974321188943,124875675.0,23.022689819335938,0.022516526678256026,1
2015-06-23,215.6005096435547,217.26897171965564,214.7337697106197,215.09130246423751,16007498,203.07617797851563,193.98668182373046,200.96911843896785,72.03489617626269,198.23274002075195,216.10091524022044,180.36456480128345,140883173.0,24.116928100585938,0.02222111854214104,0
2015-06-24,214.7120819091797,218.08152187423084,213.79117262438874,215.60048953435222,18603004,204.92015686035157,194.33284759521484,202.27797210279755,68.4782637634433,199.37683181762696,218.41108551255383,180.3425781227001,122280169.0,18.439788818359375,0.02225796822548074,1
2015-06-25,217.66986083984375,218.63410585294176,213.43369468694075,213.86706469485262,27175118,207.6807098388672,194.7332470703125,203.74386626823053,71.97004979873053,200.77173767089843,220.89975068697782,180.64372465481904,149455287.0,27.60552978515625,0.017005900484500017,0
2015-06-26,216.83563232421875,219.73918672562928,215.68719676520973,216.6622756460732,20966796,210.08265075683593,195.0968472290039,204.9907011307056,78.54848781917325,202.1119300842285,222.7908291010678,181.4330310673892,128488491.0,24.0194091796875,0.01788553027911223,0
2015-06-29,214.70126342773438,215.35132559568137,210.61677219354266,214.06204961157323,20168946,212.0133041381836,195.4241793823242,205.9155165875655,75.51795823329704,203.07184066772462,224.23569058781442,181.9079907476348,108319545.0,19.306533813476562,0.019142888955875997,1
2015-06-30,216.70559692382812,217.3014752085528,214.08372379235777,214.4954259871854,23184864,214.0967224121094,195.96792449951172,206.94314328625717,73.92185115727699,204.17097091674805,225.78763052471822,182.55431130877787,131504409.0,20.834182739257812,0.01897865407261814,1
2015-07-01,217.908203125,218.94828527358297,216.90062263953092,216.90062263953092,14824266,215.7099365234375,196.57509490966797,207.98743469947078,86.9251814108972,205.35515060424805,227.27037328794466,183.43992792055144,146328675.0,16.13214111328125,0.017672366913617808,1
2015-07-02,219.03494262695312,220.9634323752079,218.22237217117024,218.63407434257397,15931202,216.40115814208986,197.19067749023438,209.03957831161196,86.33621834508823,206.41852722167968,228.8415566896727,183.99549775368666,162259877.0,6.9122161865234375,0.008945431670488254,0
2015-07-03,218.24404907226562,219.6741656127278,217.34480748267924,218.7965917980968,13831096,216.6297592163086,197.80199737548827,209.91619457453137,83.31743984094345,207.49598770141603,230.0224055583845,184.96956984444756,148428781.0,2.2860107421875,0.007454717551257078,1
2015-07-06,220.05335998535156,220.7792448905271,215.64383772501822,215.83886215863217,12237733,217.14654998779298,198.44158630371095,210.88163889937138,83.941521109096,208.905517578125,230.83311139074203,186.97792376550797,160666514.0,5.16790771484375,0.007438992364469872,0
2015-07-07,217.3881378173828,220.28085783439928,216.68390626614732,219.06743361780875,11294999,217.32531280517577,199.0432778930664,211.50130546299152,74.1049631835845,210.20074539184571,230.81637920685685,189.58511157683458,149371515.0,1.787628173828125,0.008718234569269075,0
2015-07-08,215.9471893310547,218.5690622076381,214.8746056299282,215.7846665677699,15190654,217.44882354736328,199.65937561035156,211.92472297423564,58.144844609727286,211.18449020385742,230.85779809426313,191.5111823134517,134180861.0,1.235107421875,0.00891135621487501,0
2015-07-09,213.95370483398438,216.90060888964751,213.03279550853105,215.81717679445802,16245867,217.07720794677735,200.30065643310547,212.11795934183073,45.368056104083685,212.37895889282225,229.3712653508013,195.3866524348432,117934994.0,-3.716156005859375,0.008064150606449712,1
2015-07-10,217.073974609375,217.5506801542959,214.57127411465797,214.75545021392298,16110573,217.10104217529297,200.95148712158203,212.58996079588255,54.62031926387752,213.59184646606445,227.96600743148113,199.21768550064778,134045567.0,0.23834228515625,0.009496496668579968,1
2015-07-13,218.20069885253906,219.3924697883684,215.6329953706103,217.07394570167386,9860248,217.45098571777345,201.50245178222656,213.12431680127838,55.395627415914774,214.7321449279785,226.38979873536138,203.07449112059564,143905815.0,3.4994354248046875,0.008910533359955834,0
2015-07-14,216.20724487304688,219.17581716519967,215.6438681958861,218.61244048803889,9942927,217.40115051269532,202.0084115600586,213.41792899858967,52.96655043108485,215.74893646240236,223.3064450127928,208.1914279120119,133962888.0,-0.49835205078125,0.009054579598135002,1
2015-07-15,219.09994506835938,219.8041621865967,216.58641096641105,216.6297465143353,13532911,217.52032470703125,202.623154296875,213.9590733861868,52.84477431088847,216.61513061523436,220.51608557600832,212.7141756544604,147495799.0,1.191741943359375,0.009904960978779867,1
2015-07-16,221.81930541992188,222.70771301080396,219.09992768113648,219.2841037451987,14854295,217.79876098632812,203.33294219970702,214.70766691320918,59.2220509258475,217.09995956420897,221.05984907784844,213.1400700505695,162350094.0,2.78436279296875,0.01052247116830126,0
2015-07-17,221.38597106933594,223.4336337330258,220.58424890312014,222.1552060364372,10195142,218.11295318603516,203.90498809814454,215.34369588045936,63.20077187734093,217.37135620117186,221.7260567803313,213.01665562201242,152154952.0,3.1419219970703125,0.010449087975614436,1
2015-07-20,222.04685974121094,223.17361297010467,220.56257376036214,222.7077413431539,6348354,218.3123031616211,204.4631655883789,215.98209243862618,61.13879895906985,217.72942657470702,222.3904081415238,213.06844500789023,158503306.0,1.993499755859375,0.010196492689177187,0
2015-07-21,218.3740234375,222.84854848449172,217.27977203508985,222.75104351160772,7923338,218.4108917236328,205.06597900390625,216.20989539089987,50.88069532465255,217.86810226440429,222.42629113411982,213.30991339468875,150579968.0,0.9858856201171875,0.010898855955509575,1
2015-07-22,227.60479736328125,228.37401782070467,217.68066737606725,217.76733847386492,17309440,219.57665252685547,205.78233612060546,217.29512415017427,62.402032962325364,218.5127380371094,224.58637076249872,212.43910531172006,167889408.0,11.657608032226562,0.01674422786956226,0
2015-07-23,226.49969482421875,231.3859077736056,225.6112872099783,228.27649558823182,18642915,220.8312515258789,206.50649353027345,218.17174992865472,61.83964629997103,218.95422973632813,225.97908121831347,211.9293782543428,149246493.0,12.545989990234375,0.01637253490327517,0
2015-07-24,222.11184692382812,227.44226383091117,221.25594094462815,227.0847455694087,13099664,221.3350387573242,207.16131225585937,218.54699726152836,52.748831331522034,219.2180404663086,226.30391561438213,212.13216531823505,136146829.0,5.037872314453125,0.017813877075083952,0
2015-07-27,217.8431854248047,223.16278339914993,217.0631310452782,222.07936569929836,20118553,221.29928741455078,207.65448486328125,218.47996756279278,50.58270130178699,219.3751365661621,226.17283113346457,212.57744199885963,116028276.0,-0.357513427734375,0.019025864418432768,1
2015-07-28,218.90493774414062,220.30253811049852,216.70558633810427,218.4824016823122,13382878,221.56905670166014,208.15155792236328,218.52044091339732,53.82462285322599,219.48510360717773,226.17120678068346,212.799000433672,129411154.0,2.69769287109375,0.018793022761673685,0
2015-07-29,215.817138671875,219.43577201237505,214.97208116928866,218.7423744367801,14790821,221.24077606201172,208.52923736572265,218.26298355706186,52.34326370687042,219.38055038452148,226.23378793569222,212.52731283335075,114620333.0,-3.282806396484375,0.01885579179052723,1
2015-07-30,216.71641540527344,218.4173935018678,215.0154517731475,216.7055815184026,11701228,220.73048706054686,208.97733978271484,218.11569135212963,49.52376887761634,219.2646240234375,226.220151934423,212.309096112452,126321561.0,-5.1028900146484375,0.01836094435751413,1
2015-07-31,217.0847625732422,218.3957061605618,214.51705929257093,216.6838943304695,16634259,220.3003662109375,209.40203979492188,218.01750765890225,48.48304580606782,219.20665969848633,226.21710342532575,212.19621597164692,142955820.0,-4.30120849609375,0.01840213706406889,1
2015-08-03,217.21481323242188,219.68501204068897,216.5539315940881,216.90063047763422,9887787,219.8171615600586,209.86986083984374,217.94106057066602,51.44273332768172,219.06473236083986,226.11780499486977,212.01165972680994,152843607.0,-4.8320465087890625,0.018348446717596313,0
2015-08-04,214.08372497558594,217.90820304975384,212.35025955003613,217.42066363874457,12006872,219.38813171386718,210.31796325683592,217.57369527589648,42.86599680476655,218.89951171875,226.2658107624623,211.5332126750377,140836735.0,-4.2902984619140625,0.018173339391718113,0
2015-08-05,214.029541015625,216.85727230051697,213.2386383381826,214.13787988528327,14345010,218.03060607910157,210.76194915771484,217.23615677491824,38.01277547769504,218.80362930297852,226.37869582722294,211.2285627787341,126491725.0,-13.57525634765625,0.009711159816847982,0
2015-08-06,212.1227264404297,214.95045782381723,211.8085437074771,214.73376561248432,8708037,216.59290924072266,211.20896881103516,216.74916340972885,36.36371396046107,218.7120803833008,226.57281327576857,210.851347490833,117783688.0,-14.376968383789062,0.009738556992497354,1
2015-08-07,213.29283142089844,215.38382955320594,211.7326937727728,212.1335620722365,8608888,215.71100769042968,211.67418975830077,216.41998893460215,37.303669671982405,218.52302322387695,226.72415080015423,210.32189564759966,126392576.0,-8.819015502929688,0.009249455147074571,0
2015-08-10,209.94505310058594,214.2570558941865,208.991642104184,213.3253271365139,9288894,214.92119445800782,211.96302978515624,215.80332837898158,37.6587503189193,218.1102409362793,227.16618098545683,209.05430088710176,117103682.0,-7.89813232421875,0.008653506067163625,0
2015-08-11,209.31668090820312,210.97430909372304,207.58320104550285,210.40009859015612,8762464,213.96236877441407,212.25490356445312,215.18555242938362,14.207172123803943,217.7657127380371,227.61594969688537,207.91547577918885,108341218.0,-9.5882568359375,0.008134277971750157,0
2015-08-12,204.311279296875,209.3166799577667,203.80207212080109,208.79663889421184,9650325,212.81178283691406,212.45663696289063,214.1499073691447,12.325441610056643,217.0262794494629,228.5354101060767,205.51714879284907,98690893.0,-11.505859375,0.009841382149544801,0
2015-08-13,202.24195861816406,206.7056506543639,201.38605253722986,205.19969682896408,9340350,211.3643371582031,212.5461279296875,213.01581701190844,13.378813368182989,216.047412109375,229.07066935685555,203.02415486189443,89350543.0,-14.474456787109375,0.009318495179767286,1
2015-08-14,209.5225372314453,210.61678886600288,202.44780575096138,203.73708183712884,12739366,210.60811462402344,212.80268188476563,212.6831236994834,36.197066589986804,215.45424041748046,228.53424980601017,202.37423102895076,102089909.0,-7.562225341796875,0.01642077818025606,0
2015-08-17,206.0013885498047,209.3166590389366,204.993808185834,209.3166590389366,10857430,209.4867721557617,213.08545440673828,212.04676797094254,30.20944155627147,214.65196685791017,227.99507064120553,201.3088630746148,91232479.0,-11.213424682617188,0.016863941737513325,0
2015-08-18,204.57127380371094,207.14981110964905,204.15958611725407,207.14981110964905,6630334,208.53552703857423,213.34720825195313,211.3348161454919,31.82784945457091,213.9618293762207,227.90852006548585,200.01513868695554,84602145.0,-9.512451171875,0.016571298543377095,1
2015-08-19,206.84646606445312,208.23323248887783,203.5636971480745,204.54960976520962,8877298,207.81721954345704,213.55869171142578,210.90735423301203,34.73018496004532,212.9239128112793,225.63011323934688,200.21771238321173,93479443.0,-7.183074951171875,0.017264428130962548,0
2015-08-20,198.54747009277344,208.00572833172717,197.9949273876215,208.00572833172717,19008087,206.4596939086914,213.7283544921875,209.73022241013214,26.971818598148133,211.52630157470702,224.09350759392805,198.959095555486,74471356.0,-13.57525634765625,0.020846123342269547,0
