entry_date,exit_date,entry_price,exit_price,return,reason
2023-06-16,2023-06-23,1176.574462890625,1148.0433308056365,-0.024249321215839406,stop
2023-07-06,2023-07-17,1204.5804443359375,1276.6842041015625,0.05985798632599788,time_exit
2023-07-18,2023-07-24,1287.52587890625,1238.136196945314,-0.03836014698430176,stop
2023-12-04,2023-12-14,1201.2093505859375,1223.0228271484375,0.01815959603699356,time_exit
2024-01-11,2024-01-23,1349.9088134765625,1318.8138427734375,-0.023034867535269173,time_exit
2024-01-29,2024-02-08,1437.4111328125,1439.4708251953125,0.0014329180676251046,time_exit
2024-06-03,2024-06-04,1499.228515625,1444.0157440609873,-0.03682745558037595,stop
2024-06-27,2024-07-08,1519.304931640625,1589.13818359375,0.04596394739383581,time_exit
