Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_20,RSI_14,Target
2020-05-21,1762.1568603515625,1768.1747154073314,1717.8640600506853,1722.156154245579,3400908,1713.4969360351563,1622.9215600585937,1690.6689501956826,60.25500361504366,1
2020-05-22,1787.9539794921875,1798.2639296315256,1735.6521318847588,1749.6789229190754,3663418,1724.7316040039063,1621.3412426757814,1699.934191081064,62.667029975357586,0
2020-05-26,1719.5015869140625,1791.184360223398,1703.57208173421,1783.219607633472,4575317,1725.4130493164062,1618.5429858398438,1701.7977525889685,53.40541016564306,1
2020-05-27,1774.6353759765625,1778.794703464659,1717.9528448262533,1733.661106511078,3482160,1730.3512084960937,1619.3793994140624,1708.7346691020728,58.6997780323362,0
2020-05-28,1773.750244140625,1782.3344333039815,1744.5461546177692,1759.7676368545021,3475681,1735.1875732421875,1620.525810546875,1714.9266286295538,58.58468804371625,0
2020-05-29,1745.4755859375,1772.2902973917867,1736.6701522838614,1754.0155926436846,7237735,1741.3824096679687,1624.33716796875,1717.8360531350725,54.88289459711963,1
2020-06-01,1809.9898681640625,1823.0432115477172,1753.2188649948018,1761.0951412524066,3747773,1754.8649536132812,1628.7983471679688,1726.612606947357,60.94650338936186,1
2020-06-02,1811.671630859375,1841.6279309560805,1805.388347174527,1823.2204581607295,2443886,1763.8518798828125,1635.2242163085937,1734.7134663675492,61.09329725277289,1
2020-06-03,1816.1092529296875,1831.7305310039142,1792.8991751074047,1821.1684888771974,3699799,1773.0126586914062,1642.41357421875,1742.4654460401339,61.50447397158699,1
2020-06-04,1856.4051513671875,1863.9051071502483,1816.6417990760815,1816.6417990760815,4048593,1785.7649536132812,1650.4721044921876,1753.3168465474723,65.11023806415102,0
2020-06-05,1817.972900390625,1862.1296936504486,1810.9167325449532,1856.44930843083,3573289,1791.3465576171875,1657.8690698242187,1759.4745659611058,59.39593300268728,1
2020-06-08,1838.8311767578125,1859.4672693653274,1830.2661755354854,1844.6004069491607,2957841,1796.43427734375,1662.8318212890624,1767.0323384179349,61.3771226175141,1
2020-06-09,1839.0975341796875,1859.9110986981798,1828.624118870401,1831.1537911506362,2909439,1808.3938720703125,1670.061005859375,1773.8956903952446,61.40302149157074,1
2020-06-10,1871.6712646484375,1892.3073556516745,1840.3842879661104,1843.5352183180726,5168397,1818.0974609375,1677.3496166992188,1783.2076498479296,64.53503199606342,0
2020-06-11,1835.1920166015625,1868.342987160138,1829.999839503305,1863.9051178319664,2269513,1824.2416381835938,1683.0741015625,1788.1585419197042,58.782234878945246,0
2020-06-12,1810.2069091796875,1818.8163323863723,1784.911053866316,1785.088525301877,2842642,1830.7147705078125,1687.5794067382812,1790.258386420655,55.15568356777436,0
2020-06-15,1801.686279296875,1827.5146580891712,1775.990949912294,1809.8519158293211,2399022,1829.8844116210937,1691.3204809570314,1791.346757170771,53.93365117496485,1
2020-06-16,1815.7984619140625,1840.7835768611912,1802.6623267801542,1832.83983495865,2146528,1830.2970947265626,1696.157978515625,1793.6754909558463,55.68491355224369,1
2020-06-17,1817.5738525390625,1827.381587347338,1798.712907405011,1815.9761762009034,2703527,1830.4435546875,1700.1884887695312,1795.951525392343,55.91199012926204,0
2020-06-18,1808.964111328125,1827.6918965408631,1797.5143878210204,1815.0883921199631,1944389,1825.6994506835938,1706.1238354492189,1797.1908192909889,54.45472959693515,1
2020-06-19,1814.733154296875,1855.029021700706,1803.5497474142749,1812.4254843602114,5681758,1825.3754760742188,1713.1400708007814,1798.8615178629782,55.2955084331878,0
2020-06-22,1799.9552001953125,1821.5232863445335,1792.1446159548536,1819.5262453435469,3196138,1821.4878784179687,1717.719111328125,1798.9656780851053,52.616021075424904,1
2020-06-23,1806.479248046875,1814.2010978350977,1784.0235844660208,1799.1123411505594,4205944,1818.2260498046876,1723.6631689453125,1799.6812561767024,53.683081522050166,1
2020-06-24,1812.60302734375,1832.1740714209973,1803.1947674787868,1805.3249660992167,2560937,1812.3192260742187,1728.6553442382813,1800.9119010497545,54.71396335201787,0
2020-06-25,1789.4376220703125,1828.4021358581258,1783.3577628509415,1806.212789549168,3043931,1807.7437866210937,1733.3063403320311,1799.819112575522,50.16535856705046,1
2020-06-26,1880.6358642578125,1892.3073732458713,1792.8546839541168,1797.3369750576405,6300722,1814.7866821289062,1740.207861328125,1807.5159460690734,63.15262679558135,0
2020-06-29,1865.3697509765625,1888.402468896844,1856.183490385036,1871.005932374095,3076341,1821.155029296875,1747.1421118164062,1813.025832250739,60.318846371916145,0
2020-06-30,1848.0618896484375,1874.4672128939703,1841.7602450408406,1863.905170272895,3071725,1824.3813720703124,1752.1346044921875,1816.3625996219484,57.185828971182694,1
2020-07-01,1856.8489990234375,1876.2867805279868,1845.7099033707054,1845.8873748100516,2503466,1828.30888671875,1757.0824829101562,1820.218447183995,58.36811660534018,1
2020-07-02,1914.6300048828125,1921.5975468684603,1862.130093916873,1865.6803896154752,3758699,1838.8754760742188,1764.6196313476562,1829.2100241076919,65.17765103458444,1
2020-07-03,1952.3516845703125,1957.1002912284293,1917.3813624155166,1920.3990267543381,4185208,1852.6373291015625,1772.3474877929686,1840.937801294608,68.76907604632467,1
2020-07-06,2008.757080078125,2014.7037814933988,1957.1003257042262,1957.1003257042262,5190366,1873.5175170898438,1779.278642578125,1856.920589750181,73.21721884852163,1
2020-07-07,2014.703369140625,2043.8158285991976,1981.197463392742,2019.2300814949378,5630055,1894.3399291992187,1787.3853759765625,1871.9475211206995,73.64339911885588,0
2020-07-08,1969.4373779296875,2018.6977228238595,1959.407967548732,2014.7924848607279,2793358,1910.0233642578125,1794.2673168945312,1881.2322693882222,65.14513270484326,0
2020-07-09,1956.523193359375,1992.159191121338,1944.7184196835844,1978.4017986230617,3443998,1926.7319213867188,1800.4936181640626,1888.402833575951,62.91450576521816,1
2020-07-10,1972.4996337890625,1996.9079122085636,1931.3605033030692,1957.3220358038113,9610320,1935.9182983398437,1806.2146606445312,1896.4120526438664,64.5324868031181,0
2020-07-13,1970.4141845703125,1992.559111459231,1961.538445000176,1970.4141845703125,2963503,1946.4227416992187,1809.9682934570312,1903.4598747320995,64.13912096759455,0
2020-07-14,1927.7657470703125,1987.2776098554152,1921.5971528972639,1961.5379713177613,2976738,1954.3931274414062,1814.3557104492188,1905.7747197166912,56.54772626180428,1
2020-07-15,1982.750732421875,2005.9164918589552,1935.8870160548008,1939.3484666866448,5569321,1966.98330078125,1819.8021166992187,1913.1057685457563,62.68053778917826,1
2020-07-16,1987.9547119140625,2075.3544436270313,1974.9226759398648,1996.1831853832225,8582118,1974.315771484375,1825.8685400390625,1920.234239342738,63.20978140245418,0
2020-07-17,1957.7098388671875,1996.094475179589,1948.1915384311642,1989.9565646011126,4509135,1974.8515869140624,1831.5415771484375,1923.8033440593522,58.056629539368764,1
2020-07-20,1964.0704345703125,1980.9721692083829,1948.8590037034191,1957.9325230733302,2952646,1970.3829223632813,1837.31083984375,1927.6383050603959,58.81702080965276,1
2020-07-21,1979.3267822265625,1991.4247367476357,1958.0660469632921,1983.7300858423018,2665286,1966.845263671875,1842.6436328125,1932.5610171714593,60.659291495145226,0
2020-07-22,1948.9921875,1984.6193054235557,1942.9876243840838,1984.6193054235557,2861534,1964.8007446289062,1847.1184008789062,1934.1258905360824,55.356811350227254,0
2020-07-23,1931.42333984375,1948.9922472773217,1924.1289508261054,1948.9922472773217,2265766,1962.2907592773438,1851.2391357421875,1933.8685047558602,52.4946974189244,0
2020-07-24,1919.14697265625,1924.1286223040022,1890.4142039581234,1916.5673216615685,3665100,1956.9554931640625,1855.9515307617187,1932.4664540797069,50.52877708317692,1
2020-07-27,1963.091552734375,1970.3859403191905,1924.573355250821,1925.9077023887346,4248480,1956.2232299804687,1861.7100732421875,1935.3831301420562,56.769826097670645,1
2020-07-28,2054.672119140625,2063.790157552224,1970.3858616285245,1970.3858616285245,8092319,1968.9138671875,1868.3674682617188,1946.743986237158,66.30884204372342,0
2020-07-29,2024.6939697265625,2083.36072378595,1998.007026210944,2038.8824845932527,6090431,1973.1081909179688,1874.371318359375,1954.1677941885298,61.52318491597821,1
2020-07-30,2027.762939453125,2097.593775490445,2021.3135947235635,2033.4560672393832,7098496,1977.089013671875,1880.3489331054689,1961.1768556423008,61.82692336313186,1
2020-07-31,2029.453369140625,2076.956267288373,2008.148332243507,2048.8014066037026,4723290,1984.2633666992188,1885.69486328125,1967.6793807373792,62.0048406358862,0
2020-08-03,2005.212646484375,2049.4241960666577,1984.352392869301,2037.5038960159495,4012337,1988.377587890625,1890.0400366210938,1971.2539774751883,57.84157435864046,0
2020-08-04,2001.25341796875,2019.000188132579,1979.3257376608365,2010.371455031201,2927928,1990.5702514648438,1895.6750732421874,1974.1110670460037,57.166425834672836,1
2020-08-05,2009.9715576171875,2045.998930081669,2004.1893867278263,2010.4163399932922,3800641,1996.6681884765626,1900.381796875,1977.526351862307,58.32010169080947,1
2020-08-06,2053.204345703125,2063.3452962869173,2015.175455245584,2023.7596676235125,4748047,2008.8462890625,1905.97087890625,1984.7337798471467,63.56136201311579,0
2020-08-07,2041.863037109375,2070.9072464563524,2034.43508275158,2053.1159470881707,3165491,2021.1178955078126,1911.8986279296876,1990.1746614911685,61.38076223205447,0
2020-08-10,2030.6982421875,2068.2378272725437,2024.693680753483,2062.0108746743035,2929353,2027.878564453125,1916.3127954101562,1994.0340501289145,59.22663144459473,0
2020-08-11,2028.118408203125,2056.673521037172,2024.2934538577908,2030.8761455570345,2774423,2025.223193359375,1920.6417309570313,1997.2801794693155,58.71388073564573,0
2020-08-12,2008.0592041015625,2042.796536074356,1998.4518607494704,2035.6357131206025,3415751,2023.559716796875,1924.4807299804688,1998.3067532438151,54.74523628166243,0
2020-08-13,2005.479248046875,2045.99896667041,2001.9655106485902,2021.9807179312356,2695682,2021.33134765625,1927.4622119140624,1998.9898479869637,54.237446524911945,0
2020-08-14,1994.5377197265625,2029.3643135302511,1986.4873316653052,2025.5391412813324,2270405,2017.8397827148438,1930.9935083007813,1998.5658357716875,52.033159411331646,1
2020-08-17,2004.54541015625,2019.3122740095641,1991.068589119783,2013.085319860636,2625630,2017.7730590820313,1934.30779296875,1999.1353190464079,53.8794659660636,1
2020-08-18,2019.08984375,2036.2139673284503,2000.008720912654,2012.9074114003179,3493374,2019.5567016601562,1937.9076391601564,2001.0357499705594,56.500055681948595,0
2020-08-19,2007.3919677734375,2032.2997815930123,2003.7446653068678,2024.9608721640304,2843005,2019.2987426757813,1940.6220532226562,2001.641104047024,53.849823798719534,0
2020-08-20,2004.056396484375,2025.1390414378834,1992.6699221885472,2007.7480039932057,2895164,2014.3839477539063,1943.9993408203125,2001.8711318982005,53.085185172394816,0
2020-08-21,2000.2760009765625,2020.2021706539203,1993.5597416057474,2010.4169553843506,1975294,2010.225244140625,1947.80072265625,2001.7192146675682,52.18083901206261,0
2020-08-24,1999.830810546875,2010.3720236297445,1983.7296000159859,2002.0547226545164,2167966,2007.1385009765625,1951.76361328125,2001.5393666560735,52.06834525981946,0
2020-08-25,1994.9827880859375,2001.521177470587,1986.8878771866468,1997.0733526317633,1663419,2003.8249389648438,1955.3472998046875,2000.9149306017748,50.78438659279945,1
2020-08-26,2004.6343994140625,2010.327527610722,1971.6759781223695,1994.404403588342,2618149,2003.4824584960938,1959.0885107421875,2001.2691657267546,53.25568912128551,0
2020-08-27,2000.0972900390625,2034.746010673597,1994.181771343792,2015.7537164559083,3579393,2002.9442626953125,1962.9111743164062,2001.157558518403,51.93545468345385,0
2020-08-28,1991.3355712890625,2028.1634716650942,1988.2666157875487,2017.8889535261715,2941136,2002.6240478515624,1966.44322265625,2000.222131163228,49.38914456887112,1
2020-08-31,2007.9700927734375,2024.8273018608854,1981.9503230476105,1992.6251003710265,6018154,2002.9665161132812,1970.6035205078124,2000.960032268962,54.00028342335946,0
2020-09-01,1998.274169921875,2026.4288117117067,1993.7818238086777,2018.4227277321609,3610908,2000.8849487304688,1974.4394189453126,2000.7042358549538,51.07902076338929,1
2020-09-02,2014.9976806640625,2018.2002009122818,1994.0929072331253,1998.8521659283294,2084137,2001.6455200195312,1978.4873120117188,2002.0655163129643,55.54594827021469,1
2020-09-03,2045.5545654296875,2067.3489063094557,2017.5332700128424,2017.5332700128424,4654146,2005.7953369140625,1983.6096508789062,2006.207330514557,62.31659569660658,0
2020-09-04,2036.0367431640625,2067.5717840542725,2013.0413973410616,2023.760700752273,5231303,2009.3714111328125,1986.7176684570313,2009.048226957367,59.287618182032915,1
2020-09-07,2070.062255859375,2084.695556526362,2031.1883091862678,2036.214264514121,4620401,2016.3945556640624,1990.8115185546876,2014.8590868527963,65.70521195147175,1
2020-09-08,2088.8759765625,2126.460088582314,2070.0617683046153,2077.9788079887076,7453998,2025.7838745117188,1995.6278002929687,2021.9083144441965,68.64804136137153,0
2020-09-09,2070.595947265625,2098.4838977207387,2063.7908616838126,2068.238686816752,3866535,2032.380029296875,1999.9027392578125,2026.5452318557614,62.992039871937976,1
2020-09-10,2073.708984375,2089.143021179487,2067.615595544568,2077.1338958714505,2308813,2039.7411987304688,2003.0843188476563,2031.0370178099745,63.542917792236516,1
2020-09-11,2111.916259765625,2119.833301043138,2072.819706005328,2073.5314014095748,4145424,2051.799267578125,2006.2756103515626,2038.7398027581316,69.53650005468617,1
2020-09-14,2216.26171875,2229.027060863866,2118.8100658872686,2120.8115867440756,7512131,2072.6284301757814,2010.425703125,2055.6466519002142,79.46542842532635,0
2020-09-15,2216.26171875,2257.715526478097,2192.4215551764973,2216.26171875,7318770,2094.4271850585938,2014.4568701171875,2070.943324933527,79.46542842532635,1
2020-09-16,2226.58056640625,2230.6726511225816,2203.7187957962274,2214.082138248934,3074003,2115.5854736328124,2019.5997338867187,2085.7659193595005,80.20536926485114,0
2020-09-17,2189.174560546875,2220.1314605699913,2179.967694714027,2206.1208142696896,4828176,2129.947473144531,2024.2527612304686,2095.6143613773456,70.3141684949288,0
2020-09-18,2179.344482421875,2224.2674999937426,2167.335358912564,2210.568290417637,4183256,2144.2782470703123,2028.389658203125,2103.5886586196816,67.94285125837737,1
2020-09-21,2193.0439453125,2228.270577879592,2181.346038949646,2192.7770324610074,4598809,2156.576416015625,2032.8422534179688,2112.1082097332833,69.48724992767629,1
2020-09-22,2244.3271484375,2272.83773964455,2186.5499663586315,2210.568212531001,7499613,2172.121533203125,2039.1734814453125,2124.7004896098756,74.44961069389801,0
2020-09-23,2194.956298828125,2241.5696177855248,2142.9612873670126,2232.8073189253637,7502280,2184.557568359375,2043.4175927734375,2131.3915190592325,63.70775264359079,0
2020-09-24,2074.687744140625,2179.4340114243887,2048.312231649449,2179.4340114243887,8424708,2184.6554443359373,2045.1522534179687,2125.9911595431745,46.21476757378569,1
2020-09-25,2154.793212890625,2170.538469004583,2092.345797095216,2106.4897928700216,8228267,2188.9431396484374,2049.0939208984373,2128.734212242932,55.06493985917535,1
2020-09-28,2158.35107421875,2174.096327425948,2104.7102744229924,2170.5380682975915,4347166,2183.1520751953126,2052.9795336914062,2131.554865764438,55.41583780001535,1
2020-09-29,2213.59326171875,2233.7420374792423,2158.351410452627,2165.9572339601254,6995811,2182.8852294921876,2057.66486328125,2139.3680463315154,60.56507654703943,1
2020-09-30,2217.0625,2228.3599300619358,2188.3295121566316,2214.1268925844943,3917166,2181.9334228515627,2063.02626953125,2146.7675181094664,60.87071799135295,1
2020-10-01,2244.77294921875,2259.495294672985,2217.063083952913,2232.8083423736975,2610337,2187.49326171875,2069.29326171875,2156.101368691303,63.31638585804778,1
2020-10-05,2406.984619140625,2426.8219587691124,2315.5818306294,2330.6599114297746,17412105,2210.257275390625,2079.0500146484374,2179.9950115912384,73.68502521414379,1
2020-10-06,2414.546142578125,2433.8496582004327,2357.4361172798235,2433.8496582004327,9846367,2232.4074951171874,2088.0791064453124,2202.3332145423706,74.05319273155807,1
2020-10-07,2433.80517578125,2464.094905693158,2404.4940541836127,2439.1870871518554,9656101,2251.3552978515627,2095.661767578125,2224.3781632317878,75.01211174221076,1
2020-10-08,2513.64306640625,2566.394299428196,2490.781295805528,2490.781295805528,19839329,2283.223974609375,2105.440749511719,2251.9272016293557,78.55098221763473,0
2020-10-09,2502.301513671875,2517.3352906189234,2472.9903939847127,2499.677340682389,7739245,2325.9853515625,2114.9315209960937,2275.772374204834,76.8851707732397,1
2020-10-12,2517.468505859375,2538.8180620928115,2491.4487341998743,2504.569815635007,4623203,2362.252880859375,2124.691823730469,2298.7910534100283,77.57020329318689,0
2020-10-13,2514.3994140625,2539.6184456865817,2501.634072386143,2530.811841090027,4209878,2397.85771484375,2134.875559082031,2319.325182995978,77.07244929280029,0
2020-10-14,2509.9775390625,2538.9222373554953,2490.2789608413523,2538.9222373554953,4395936,2427.496142578125,2145.0500415039064,2337.4825502404087,76.31265217243069,0
2020-10-15,2448.335693359375,2526.191713565848,2436.185943910907,2511.2279751864908,6629355,2450.6234619140623,2153.81732421875,2348.039992442215,66.47462072310702,1
2020-10-16,2468.615234375,2476.0746398790143,2440.027789615427,2456.8229570326553,5273773,2473.0076904296875,2162.1255419921877,2359.523348816766,67.93900748025283,0
2020-10-19,2422.383544921875,2478.1736765350843,2417.96146896864,2478.1736765350843,3331194,2474.5475830078126,2169.7359521484377,2365.5100341601096,61.35899582770668,1
2020-10-20,2446.906005859375,2465.577088943273,2428.1007882977933,2434.3990018133613,3406273,2477.7835693359375,2178.060107421875,2373.2620314648016,63.384713301361714,0
2020-10-21,2390.089111328125,2455.8403255098947,2379.0562745591865,2446.90674848003,4570143,2473.411962890625,2185.299521484375,2374.8646104994036,56.05267181812351,0
2020-10-22,2386.29150390625,2400.138543444575,2356.766216664848,2377.2240136440537,5262294,2460.676806640625,2192.864167480469,2375.9528860619603,55.58980844184371,1
2020-10-23,2400.273681640625,2413.8526760194536,2385.354650617078,2401.1670394037706,3499091,2450.4740234375,2200.7600561523436,2378.2691523075478,56.997789195967336,1
2020-10-26,2401.52392578125,2420.9544541401883,2385.7115394273674,2403.087301626222,2672752,2438.8795654296873,2208.8997802734375,2380.4838926383763,57.12867293461612,0
2020-10-27,2349.664794921875,2428.280276788087,2344.260155027508,2411.8425814580287,3537502,2422.406103515625,2215.80216796875,2377.5487404749,50.291111634705835,0
2020-10-28,2342.562255859375,2372.713074869161,2328.089906355654,2367.3976407684127,3569445,2405.6645751953124,2222.2716162109373,2374.2166943210404,49.41871964957317,1
2020-10-29,2351.897705078125,2371.864333887831,2322.953007228562,2329.8765283538464,3105968,2396.0207763671874,2229.161730957031,2372.0910762979056,50.63093997980505,1
2020-10-30,2380.6640625,2389.1509596105134,2342.0263467074,2354.980031770815,3427003,2387.2256591796877,2236.693884277344,2372.907551174296,54.26796746857396,0
2020-11-02,2326.840087890625,2380.664901696615,2322.7752657996375,2376.332028612988,2571196,2377.6713134765623,2243.225166015625,2368.5201737187085,47.25340749782748,1
2020-11-03,2352.7470703125,2380.7984165716007,2323.6682317724144,2326.3035935281227,2879269,2368.255419921875,2250.2834912109374,2367.017973394308,50.565573718836504,1
2020-11-04,2370.211669921875,2431.585512580277,2331.66337606151,2331.66337606151,4893928,2366.26767578125,2257.788068847656,2367.3221349683618,52.720901791756425,1
2020-11-05,2399.290283203125,2420.9989148800337,2382.584540953893,2398.664976550882,2816502,2367.5675537109373,2265.6811865234376,2370.36672051453,56.149072301051234,1
2020-11-06,2418.720703125,2423.902220210348,2395.359491902555,2411.1718759228706,3884421,2369.412255859375,2274.053654785156,2374.971861715527,58.32365549688346,1
2020-11-09,2435.828857421875,2451.3731920243936,2407.6880937379215,2439.8489665195825,3646592,2372.8427490234376,2282.9435205078125,2380.767766068513,60.19535717065939,0
2020-11-10,2367.040283203125,2423.8129817767945,2356.9900106319583,2409.5639722857595,4760020,2374.5802978515626,2290.124924316406,2379.460386748,50.3951815889509,1
2020-11-11,2401.166259765625,2405.6330471310257,2361.501057097958,2383.433026683045,3242441,2380.4406982421874,2298.182766113281,2381.5276127496786,54.36459416784962,0
2020-11-12,2386.202392578125,2423.6786929188024,2377.8941249084487,2399.558042454811,2437505,2383.8711669921877,2305.6068603515623,2381.9728298761975,52.38510277410167,0
2020-11-13,2373.517333984375,2380.7086885052136,2354.890739941289,2372.534553338042,2548093,2383.156494140625,2312.1661157226563,2381.167544553167,50.699803402426035,1
