Date,Close,High,Low,Open,Volume
2020-07-01,1856.8489990234375,1876.2867805279868,1845.7099033707054,1845.8873748100516,2503466
2020-07-02,1914.6300048828125,1921.5975468684603,1862.130093916873,1865.6803896154752,3758699
2020-07-03,1952.3516845703125,1957.1002912284293,1917.3813624155166,1920.3990267543381,4185208
2020-07-06,2008.757080078125,2014.7037814933988,1957.1003257042262,1957.1003257042262,5190366
2020-07-07,2014.703369140625,2043.8158285991976,1981.197463392742,2019.2300814949378,5630055
2020-07-08,1969.4373779296875,2018.6977228238595,1959.407967548732,2014.7924848607279,2793358
2020-07-09,1956.523193359375,1992.159191121338,1944.7184196835844,1978.4017986230617,3443998
2020-07-10,1972.4996337890625,1996.9079122085636,1931.3605033030692,1957.3220358038113,9610320
2020-07-13,1970.4141845703125,1992.559111459231,1961.538445000176,1970.4141845703125,2963503
2020-07-14,1927.7657470703125,1987.2776098554152,1921.5971528972639,1961.5379713177613,2976738
2020-07-15,1982.750732421875,2005.9164918589552,1935.8870160548008,1939.3484666866448,5569321
2020-07-16,1987.9547119140625,2075.3544436270313,1974.9226759398648,1996.1831853832225,8582118
2020-07-17,1957.7098388671875,1996.094475179589,1948.1915384311642,1989.9565646011126,4509135
2020-07-20,1964.0704345703125,1980.9721692083829,1948.8590037034191,1957.9325230733302,2952646
2020-07-21,1979.3267822265625,1991.4247367476357,1958.0660469632921,1983.7300858423018,2665286
2020-07-22,1948.9921875,1984.6193054235557,1942.9876243840838,1984.6193054235557,2861534
2020-07-23,1931.42333984375,1948.9922472773217,1924.1289508261054,1948.9922472773217,2265766
2020-07-24,1919.14697265625,1924.1286223040022,1890.4142039581234,1916.5673216615685,3665100
2020-07-27,1963.091552734375,1970.3859403191905,1924.573355250821,1925.9077023887346,4248480
2020-07-28,2054.672119140625,2063.790157552224,1970.3858616285245,1970.3858616285245,8092319
2020-07-29,2024.6939697265625,2083.36072378595,1998.007026210944,2038.8824845932527,6090431
2020-07-30,2027.762939453125,2097.593775490445,2021.3135947235635,2033.4560672393832,7098496
2020-07-31,2029.453369140625,2076.956267288373,2008.148332243507,2048.8014066037026,4723290
2020-08-03,2005.212646484375,2049.4241960666577,1984.352392869301,2037.5038960159495,4012337
2020-08-04,2001.25341796875,2019.000188132579,1979.3257376608365,2010.371455031201,2927928
2020-08-05,2009.9715576171875,2045.998930081669,2004.1893867278263,2010.4163399932922,3800641
2020-08-06,2053.204345703125,2063.3452962869173,2015.175455245584,2023.7596676235125,4748047
2020-08-07,2041.863037109375,2070.9072464563524,2034.43508275158,2053.1159470881707,3165491
2020-08-10,2030.6982421875,2068.2378272725437,2024.693680753483,2062.0108746743035,2929353
2020-08-11,2028.118408203125,2056.673521037172,2024.2934538577908,2030.8761455570345,2774423
2020-08-12,2008.0592041015625,2042.796536074356,1998.4518607494704,2035.6357131206025,3415751
2020-08-13,2005.479248046875,2045.99896667041,2001.9655106485902,2021.9807179312356,2695682
2020-08-14,1994.5377197265625,2029.3643135302511,1986.4873316653052,2025.5391412813324,2270405
2020-08-17,2004.54541015625,2019.3122740095641,1991.068589119783,2013.085319860636,2625630
2020-08-18,2019.08984375,2036.2139673284503,2000.008720912654,2012.9074114003179,3493374
2020-08-19,2007.3919677734375,2032.2997815930123,2003.7446653068678,2024.9608721640304,2843005
2020-08-20,2004.056396484375,2025.1390414378834,1992.6699221885472,2007.7480039932057,2895164
2020-08-21,2000.2760009765625,2020.2021706539203,1993.5597416057474,2010.4169553843506,1975294
2020-08-24,1999.830810546875,2010.3720236297445,1983.7296000159859,2002.0547226545164,2167966
2020-08-25,1994.9827880859375,2001.521177470587,1986.8878771866468,1997.0733526317633,1663419
2020-08-26,2004.6343994140625,2010.327527610722,1971.6759781223695,1994.404403588342,2618149
2020-08-27,2000.0972900390625,2034.746010673597,1994.181771343792,2015.7537164559083,3579393
2020-08-28,1991.3355712890625,2028.1634716650942,1988.2666157875487,2017.8889535261715,2941136
2020-08-31,2007.9700927734375,2024.8273018608854,1981.9503230476105,1992.6251003710265,6018154
2020-09-01,1998.274169921875,2026.4288117117067,1993.7818238086777,2018.4227277321609,3610908
2020-09-02,2014.9976806640625,2018.2002009122818,1994.0929072331253,1998.8521659283294,2084137
2020-09-03,2045.5545654296875,2067.3489063094557,2017.5332700128424,2017.5332700128424,4654146
2020-09-04,2036.0367431640625,2067.5717840542725,2013.0413973410616,2023.760700752273,5231303
2020-09-07,2070.062255859375,2084.695556526362,2031.1883091862678,2036.214264514121,4620401
2020-09-08,2088.8759765625,2126.460088582314,2070.0617683046153,2077.9788079887076,7453998
2020-09-09,2070.595947265625,2098.4838977207387,2063.7908616838126,2068.238686816752,3866535
2020-09-10,2073.708984375,2089.143021179487,2067.615595544568,2077.1338958714505,2308813
2020-09-11,2111.916259765625,2119.833301043138,2072.819706005328,2073.5314014095748,4145424
2020-09-14,2216.26171875,2229.027060863866,2118.8100658872686,2120.8115867440756,7512131
2020-09-15,2216.26171875,2257.715526478097,2192.4215551764973,2216.26171875,7318770
2020-09-16,2226.58056640625,2230.6726511225816,2203.7187957962274,2214.082138248934,3074003
2020-09-17,2189.174560546875,2220.1314605699913,2179.967694714027,2206.1208142696896,4828176
2020-09-18,2179.344482421875,2224.2674999937426,2167.335358912564,2210.568290417637,4183256
2020-09-21,2193.0439453125,2228.270577879592,2181.346038949646,2192.7770324610074,4598809
2020-09-22,2244.3271484375,2272.83773964455,2186.5499663586315,2210.568212531001,7499613
2020-09-23,2194.956298828125,2241.5696177855248,2142.9612873670126,2232.8073189253637,7502280
2020-09-24,2074.687744140625,2179.4340114243887,2048.312231649449,2179.4340114243887,8424708
2020-09-25,2154.793212890625,2170.538469004583,2092.345797095216,2106.4897928700216,8228267
2020-09-28,2158.35107421875,2174.096327425948,2104.7102744229924,2170.5380682975915,4347166
2020-09-29,2213.59326171875,2233.7420374792423,2158.351410452627,2165.9572339601254,6995811
2020-09-30,2217.0625,2228.3599300619358,2188.3295121566316,2214.1268925844943,3917166
2020-10-01,2244.77294921875,2259.495294672985,2217.063083952913,2232.8083423736975,2610337
2020-10-05,2406.984619140625,2426.8219587691124,2315.5818306294,2330.6599114297746,17412105
2020-10-06,2414.546142578125,2433.8496582004327,2357.4361172798235,2433.8496582004327,9846367
2020-10-07,2433.80517578125,2464.094905693158,2404.4940541836127,2439.1870871518554,9656101
2020-10-08,2513.64306640625,2566.394299428196,2490.781295805528,2490.781295805528,19839329
2020-10-09,2502.301513671875,2517.3352906189234,2472.9903939847127,2499.677340682389,7739245
2020-10-12,2517.468505859375,2538.8180620928115,2491.4487341998743,2504.569815635007,4623203
2020-10-13,2514.3994140625,2539.6184456865817,2501.634072386143,2530.811841090027,4209878
2020-10-14,2509.9775390625,2538.9222373554953,2490.2789608413523,2538.9222373554953,4395936
2020-10-15,2448.335693359375,2526.191713565848,2436.185943910907,2511.2279751864908,6629355
2020-10-16,2468.615234375,2476.0746398790143,2440.027789615427,2456.8229570326553,5273773
2020-10-19,2422.383544921875,2478.1736765350843,2417.96146896864,2478.1736765350843,3331194
2020-10-20,2446.906005859375,2465.577088943273,2428.1007882977933,2434.3990018133613,3406273
2020-10-21,2390.089111328125,2455.8403255098947,2379.0562745591865,2446.90674848003,4570143
2020-10-22,2386.29150390625,2400.138543444575,2356.766216664848,2377.2240136440537,5262294
2020-10-23,2400.273681640625,2413.8526760194536,2385.354650617078,2401.1670394037706,3499091
2020-10-26,2401.52392578125,2420.9544541401883,2385.7115394273674,2403.087301626222,2672752
2020-10-27,2349.664794921875,2428.280276788087,2344.260155027508,2411.8425814580287,3537502
2020-10-28,2342.562255859375,2372.713074869161,2328.089906355654,2367.3976407684127,3569445
2020-10-29,2351.897705078125,2371.864333887831,2322.953007228562,2329.8765283538464,3105968
2020-10-30,2380.6640625,2389.1509596105134,2342.0263467074,2354.980031770815,3427003
2020-11-02,2326.840087890625,2380.664901696615,2322.7752657996375,2376.332028612988,2571196
2020-11-03,2352.7470703125,2380.7984165716007,2323.6682317724144,2326.3035935281227,2879269
2020-11-04,2370.211669921875,2431.585512580277,2331.66337606151,2331.66337606151,4893928
2020-11-05,2399.290283203125,2420.9989148800337,2382.584540953893,2398.664976550882,2816502
2020-11-06,2418.720703125,2423.902220210348,2395.359491902555,2411.1718759228706,3884421
2020-11-09,2435.828857421875,2451.3731920243936,2407.6880937379215,2439.8489665195825,3646592
2020-11-10,2367.040283203125,2423.8129817767945,2356.9900106319583,2409.5639722857595,4760020
2020-11-11,2401.166259765625,2405.6330471310257,2361.501057097958,2383.433026683045,3242441
2020-11-12,2386.202392578125,2423.6786929188024,2377.8941249084487,2399.558042454811,2437505
2020-11-13,2373.517333984375,2380.7086885052136,2354.890739941289,2372.534553338042,2548093
2020-11-14,2385.577880859375,2402.2389151374223,2376.37625269919,2392.3672686855475,298819
2020-11-17,2381.736083984375,2407.5987430015784,2367.4423623190596,2407.5987430015784,2827273
2020-11-18,2346.537353515625,2380.0829707381213,2329.0276776517762,2377.2242704037026,2893762
2020-11-19,2355.69482421875,2390.7591138295934,2350.290184635271,2355.784247230422,4167501
2020-11-20,2376.5546875,2390.6250704820977,2347.3419359771956,2371.864559839301,2711471
2020-11-23,2433.7294921875,2438.8662984938514,2380.798053291617,2403.1319937540147,3706418
2020-11-24,2431.763916015625,2450.4797127086313,2416.532126458931,2442.7967506838577,3120516
2020-11-25,2413.226318359375,2441.5009920086704,2401.523249516336,2437.972274001821,3302249
2020-11-26,2430.468994140625,2439.7151152759193,2394.1985850505107,2399.5587311364447,2341099
2020-11-27,2393.885498046875,2427.877796820664,2384.416038775243,2416.5321994313695,6086808
2020-12-01,2436.007080078125,2444.136501815983,2344.5718600133227,2393.3045513674356,3605017
2020-12-02,2456.3310546875,2460.9317583775282,2414.2538309609595,2429.0389405866035,2509032
2020-12-03,2420.5078125,2478.0846687395087,2412.7803561609917,2478.0846687395087,2852548
2020-12-04,2436.677978515625,2446.7729647276924,2411.1725710915057,2421.7142361792844,2686527
2020-12-07,2445.7451171875,2451.373313824912,2417.559640603266,2425.4659427968795,1996400
2020-12-08,2498.989013671875,2506.3592131509868,2441.054691736547,2447.7995845777978,4277818
2020-12-09,2511.0498046875,2537.1358052614614,2495.2819108094654,2514.801863313737,3659996
2020-12-10,2487.37548828125,2525.789863212253,2483.7573465563087,2517.4815943155036,2127801
2020-12-11,2486.750732421875,2508.2805234402404,2469.7322235793513,2494.8801571240674,1795408
2020-12-14,2499.34619140625,2504.9743871810156,2462.3165672851906,2503.187672211557,2483658
2020-12-15,2467.05224609375,2496.6669695602473,2461.200708954198,2488.8948004161143,2365509
2020-12-16,2514.087158203125,2519.0900484904337,2466.0691825446625,2482.6410112533545,2565149
2020-12-17,2535.5283203125,2549.3753676104243,2505.868881979227,2511.2290293203587,2863460
2020-12-18,2555.8955078125,2588.949731436779,2542.6737747418215,2562.1490095792556,6076692
2020-12-21,2519.40234375,2578.6767076425976,2488.0009114098857,2555.896088884626,2705195
2020-12-22,2566.169677734375,2576.130527622706,2518.062284262311,2531.775410513218,2881737
2020-12-23,2598.553466796875,2607.710380603379,2559.871045827456,2569.3407219814853,2790988
2020-12-24,2599.089599609375,2609.8098890721103,2575.7281712922554,2598.7768372581063,1807144
2020-12-28,2617.001708984375,2635.1369121818507,2592.52379758613,2599.6706585029765,2108994
2020-12-29,2617.984375,2637.19156287323,2608.60412045726,2608.60412045726,1994151
2020-12-30,2599.045166015625,2633.350008722446,2592.5236122741817,2621.4683096765075,2637968
2020-12-31,2557.459228515625,2595.203583560524,2541.6021326091877,2590.736795981246,4040956
2021-01-01,2615.97412109375,2626.4710718058996,2571.9762638534644,2572.869621360881,2681440
2021-01-04,2715.315673828125,2725.4106581808696,2627.319951520228,2635.404881302488,5113293
2021-01-05,2763.1552734375,2782.139123925876,2715.4500610992586,2715.4500610992586,5801309
2021-01-06,2726.080810546875,2781.4689836597395,2713.305752804704,2769.4086556432285,3726716
2021-01-07,2709.374755859375,2752.3006287216613,2680.2959246878345,2747.074399938369,3717827
2021-01-08,2788.080078125,2794.423005308684,2733.674679106321,2760.4754112544224,5879039
2021-01-11,2837.7060546875,2885.5454036853707,2810.9947463968965,2885.5454036853707,9508039
2021-01-12,2836.2763671875,2867.677798518108,2814.0763443401993,2837.7056084359856,3611458
2021-01-13,2822.07177734375,2838.196924675898,2792.8590291998826,2836.4102095832473,3572801
2021-01-14,2909.563720703125,2923.705674604185,2792.9376707536403,2823.9067513779896,6931542
2021-01-15,2894.034423828125,2930.4184259172707,2873.134742576188,2895.5111813812982,4131692
2021-01-18,2883.651611328125,2914.978625030766,2852.906297614856,2908.9369866738284,4160906
2021-01-19,2918.51416015625,2934.8937573090757,2892.82605173008,2893.721109295591,2975735
2021-01-20,2961.56689453125,2978.707161690894,2924.243032988775,2926.8386128521356,3453446
2021-01-21,2930.284423828125,2961.879782428694,2919.767496982687,2958.1653807806147,2778546
2021-01-22,2956.46484375,2976.066517767326,2901.687143855157,2901.687143855157,3052459
2021-01-25,2945.90283203125,2989.3131213497177,2934.5802233960394,2961.700509705165,2272887
2021-01-27,2918.82763671875,2959.4631644417573,2888.350881666533,2953.6900866128167,2786662
2021-01-28,2861.0966796875,2931.3139111998876,2849.684694231684,2891.036315473477,3083938
2021-01-29,2784.837646484375,2879.2662265163744,2774.6786549686954,2873.17979092407,5445659
2021-02-01,2809.8994140625,2832.857556137916,2724.6451700744633,2774.6788069597283,3985846
2021-02-02,2867.27197265625,2885.665448421353,2819.431191850888,2840.912572360228,2881837
2021-02-03,2864.2294921875,2896.406773423115,2830.754202445732,2875.8204459235067,2505866
2021-02-04,2853.845947265625,2898.06191740715,2842.702525465182,2878.549620852057,2057261
2021-02-05,2826.546875,2869.420261675178,2800.635003285282,2863.2442336240642,2366135
2021-02-08,2876.804931640625,2887.4560304578354,2824.0411074150375,2854.786425649493,2526592
2021-02-09,2843.5087890625,2905.178397208314,2831.9626318589194,2859.7094212355396,2658751
2021-02-10,2876.08837890625,2881.548098678052,2825.9651576784386,2850.7582073317863,2127983
2021-02-11,2869.5546875,2881.458997374836,2850.803274340876,2877.610205961478,1165882
2021-02-12,2855.9501953125,2904.9098085262062,2848.07364373144,2850.0427269967176,2777404
2021-02-15,2810.34619140625,2872.239325996635,2802.9171709475922,2872.239325996635,2630853
2021-02-16,2782.555419921875,2835.229434425715,2774.678868462251,2819.4317534374486,3435770
2021-02-17,2750.60205078125,2804.0817511852565,2725.9431661378376,2779.2438986963666,3678426
2021-02-18,2736.50439453125,2772.7988047820722,2712.9195397617773,2743.351497647591,4189909
2021-02-19,2749.48291015625,2763.177117288657,2699.628024587149,2737.0862743832645,3725028
2021-02-22,2647.98291015625,2771.098117308481,2634.288486221384,2771.098117308481,5366696
2021-02-23,2667.45068359375,2710.2344816648356,2656.531024300275,2658.32113954576,3832829
2021-02-24,2638.71923828125,2688.1711676885798,2614.597262605096,2660.1110262187194,3774549
2021-02-25,2680.966064453125,2711.9349262026285,2656.9336805616276,2661.901293929805,4224073
2021-02-26,2590.565185546875,2660.4244730475752,2577.7658185079395,2649.3704245776044,5553153
2021-03-01,2617.327392578125,2653.845786395067,2597.2781897279997,2618.9385399635635,3265871
2021-03-02,2690.856689453125,2707.5494274407765,2638.629987469557,2649.3706794131235,3306469
2021-03-03,2738.071044921875,2742.456740159715,2682.398282234533,2716.500067357942,3509857
2021-03-04,2729.65673828125,2758.0748131174737,2699.5381416501855,2705.758747398546,3916760
2021-03-05,2692.378173828125,2741.740515195055,2682.1298075688724,2699.5834315237335,3203686
2021-03-08,2691.3935546875,2714.709850154269,2681.592717132275,2699.4938701171363,2003125
2021-03-09,2730.776123046875,2745.052249014523,2678.10211088763,2691.3935860216734,1942397
2021-03-10,2748.6767578125,2768.591786983845,2738.875921991705,2752.3017843544094,3053778
2021-03-12,2737.04150390625,2789.8947019739066,2722.1836779913365,2752.302280580611,2938317
2021-03-15,2744.380615234375,2773.783343113875,2721.870005295029,2721.870005295029,3097083
2021-03-16,2783.67431640625,2811.3763092419085,2738.8766336454123,2738.8766336454123,4894756
2021-03-17,2786.26953125,2823.9067472910974,2761.5212758489047,2779.153866985375,3838390
2021-03-18,2717.8427734375,2816.2543262885742,2673.5822127790716,2797.9056429836282,3656306
2021-03-19,2730.104736328125,2773.7835923282114,2689.648175200476,2712.0246159259377,5776626
2021-03-22,2801.217041015625,2809.988649545886,2701.8656434935315,2728.7621691393097,2821646
2021-03-23,2812.8076171875,2836.437046353778,2795.130232629126,2810.4803804199632,3305973
2021-03-24,2793.56494140625,2821.4907006066,2784.65894162559,2784.7037382188532,2207104
