Date,Close,High,Low,Open,Volume
2020-01-01,1900.037841796875,1914.3256459696258,1888.116500666217,1900.3883813576408,1354908
2020-01-02,1891.3160400390625,1910.8634374164,1883.9091256126053,1910.8634374164,2380752
2020-01-03,1929.0079345703125,1948.5991997104015,1896.8819919807956,1896.8819919807956,4655761
2020-01-06,1928.832763671875,1951.185117310929,1917.831856628987,1932.8211676123146,3023209
2020-01-07,1933.5665283203125,1941.2801113138191,1914.2382718775054,1928.8768307917446,2429317
2020-01-08,1976.868896484375,1981.032571136099,1930.235783185997,1932.8216014845568,5197454
2020-01-09,1941.017578125,1973.976222147009,1937.2044430537758,1971.1712630394472,3734173
2020-01-10,1940.316162109375,1958.2418334959982,1935.4511944311387,1952.9824552502614,1915807
2020-01-13,1919.97998046875,1945.0495555348982,1915.027270786255,1944.0854645735,2843893
2020-01-14,1934.4864501953125,1954.559867677666,1924.0554379784992,1924.0554379784992,2948452
2020-01-15,1952.0179443359375,1955.6119380264965,1923.3543787220415,1939.8338049541178,2620681
2020-01-16,1962.4495849609375,1971.3904861166016,1941.5873395946076,1952.0622262330212,3117214
2020-01-17,1945.180419921875,1975.377962861723,1939.8333017215373,1964.15791723115,3281059
2020-01-20,1902.4486083984375,1965.429532066948,1890.0451134429904,1923.9680590228431,5817599
2020-01-21,1903.062255859375,1916.6489831583344,1891.66693618928,1902.0979509008143,1902980
2020-01-22,1934.4864501953125,1937.2038806070539,1905.3846066450317,1911.7835581918482,1773686
2020-01-23,1924.866455078125,1948.4117281940726,1918.496943172181,1941.4272718298064,2069866
2020-01-24,1918.2332763671875,1924.8663969809422,1906.4607474098216,1924.8663969809422,1319430
2020-01-27,1905.8016357421875,1927.0625814737723,1902.067784433254,1923.7680067894191,1549101
2020-01-28,1918.541259765625,1922.099444439156,1890.647185353463,1909.9753628988983,1743024
2020-01-29,1892.9310302734375,1921.3521008986263,1888.8895992880423,1919.6389648578477,2306761
2020-01-30,1878.215576171875,1902.0682165087635,1866.92607855941,1897.6754492650944,2098567
2020-01-31,1826.556396484375,1883.9259734914237,1820.0112168846078,1879.5769627896418,3287223
2020-02-03,1847.1585693359375,1928.1611519278442,1838.987979615075,1890.6469637150715,4728073
2020-02-04,1851.7706298828125,1877.2047038083824,1833.1893142689846,1870.439886618673,3509339
2020-02-05,1885.8587646484375,1894.7759954885646,1848.7398850537618,1858.1403631417554,2439322
2020-02-06,1869.868896484375,1910.1504343251852,1858.579401419316,1884.4967223088784,2640065
2020-02-07,1877.0733642578125,1889.7684183588992,1861.6547087412866,1879.2257772522946,2083442
2020-02-10,1899.3885498046875,1903.8252875353162,1861.6547227906483,1880.8949571591695,2383032
2020-02-11,1891.8765869140625,1910.6777561935146,1886.7811493759568,1900.3107843746366,1335820
2020-02-12,1907.1195068359375,1919.6388909070706,1888.8895265218314,1889.8560209130137,1620407
2020-02-13,1925.7451171875,1930.1818548361498,1907.3394660215208,1909.052602284502,1645948
2020-02-14,1918.93603515625,1943.3598592877222,1907.3391747349208,1922.2745805251068,1500115
2020-02-17,1935.6727294921875,1947.7528384360285,1924.207565014646,1930.1378003143498,1774724
2020-02-18,1946.6549072265625,1951.2673130769244,1920.5619113140635,1932.7737191025915,2486223
2020-02-19,1929.6107177734375,1959.173951924413,1924.4710949284424,1946.6545668056135,1760463
2020-02-20,1894.864013671875,1945.4685607548702,1889.9879994097973,1936.77096790187,2317278
2020-02-24,1858.4478759765625,1914.323739177407,1850.8482609631496,1894.160983113343,3092877
2020-02-25,1894.2928466796875,1912.3031915609604,1854.6262460666767,1858.579736406468,2674567
2020-02-26,1865.6959228515625,1901.1014501823274,1856.3392012656104,1892.4038580793,2686842
2020-02-27,1849.79443359375,1862.4894890406442,1832.8383077849858,1862.4894890406442,2349001
2020-02-28,1757.2388916015625,1818.1665583984209,1748.3215516853625,1816.8487280830802,4298076
2020-03-02,1758.2491455078125,1804.5049010409093,1744.5436252436218,1787.856355274434,2667076
2020-03-03,1788.9102783203125,1809.819890830938,1767.6493302678869,1774.6777570283955,2757585
2020-03-04,1830.2022705078125,1840.0859955586077,1779.070509143144,1806.3056626164464,3237002
2020-03-05,1866.9698486328125,1886.9129668792266,1830.9491611030494,1832.3986883415578,3937056
2020-03-06,1859.4144287109375,1865.7399707288746,1820.011434699031,1843.205160261664,2595027
2020-03-09,1732.814697265625,1827.3030467383978,1700.000750735371,1822.9982210728137,4940975
2020-03-11,1716.4296875,1745.9491667247876,1686.8224816319696,1698.2436755180195,6796449
2020-03-12,1554.90771484375,1676.6313314138536,1544.8043507352847,1672.765675001557,8728786
2020-03-13,1586.930908203125,1598.967045814718,1323.1452733097904,1482.910173443925,8029720
2020-03-16,1490.378173828125,1618.5151799223843,1472.323856565828,1541.861387305623,7844271
2020-03-17,1456.641357421875,1520.7757477064329,1426.0237966597404,1519.8971944148636,5713248
2020-03-18,1453.4786376953125,1505.4450881524474,1430.0651702096498,1473.158253561629,7258778
2020-03-19,1448.1246337890625,1491.5767590833336,1368.8311245955701,1380.2914745073563,5135111
2020-03-20,1590.693603515625,1654.013422199826,1439.850100545274,1442.5050177558676,8547498
2020-03-23,1477.6383056640625,1548.7016293539596,1431.6640347927816,1433.655222601951,7003490
2020-03-24,1507.24072265625,1566.4011043415717,1445.0271214587124,1462.9036282577763,6350865
2020-03-25,1548.9677734375,1601.800600873539,1486.754148877097,1504.4536030303957,2765520
2020-03-26,1584.941650390625,1621.3141110324696,1524.4096103767067,1620.915808541212,4556067
2020-03-27,1614.632568359375,1637.1993704932001,1549.0561178821542,1610.6501915122294,4331250
2020-03-30,1573.923583984375,1685.8726047175903,1560.6932883819973,1562.8614277854408,8513547
2020-03-31,1616.04833984375,1641.6240679529428,1575.2511272001284,1626.0485727953906,3927593
2020-04-01,1512.19677734375,1623.7033136687317,1506.223212897769,1615.8713285564418,4941878
2020-04-03,1463.92138671875,1539.8520663031763,1460.2045456323224,1539.8520663031763,5735369
2020-04-07,1571.003173828125,1580.4281527691137,1508.8781461540354,1513.3030087527277,5427577
2020-04-08,1509.2763671875,1598.2603988276899,1505.3382826167776,1557.5516622019568,6285615
2020-04-09,1562.9942626953125,1574.189186857372,1532.0644078114144,1549.1001290927175,5307397
2020-04-13,1556.8878173828125,1581.4458034179825,1545.1619321588123,1558.4365192048501,2990438
2020-04-15,1535.559814453125,1603.5699188193564,1529.0552892027574,1579.6756650621144,4761399
2020-04-16,1518.6572265625,1561.88811513224,1482.373351082538,1513.258807446037,6245533
2020-04-17,1598.437255859375,1638.924746963624,1551.3567629671832,1592.9504696753734,9895823
2020-04-20,1609.455078125,1619.4994932670872,1595.1627522480462,1619.4994932670872,3244282
2020-04-21,1537.7725830078125,1588.1717268430468,1528.9670412613293,1561.9765608002738,5122541
2020-04-22,1565.9588623046875,1584.1007988275733,1521.400517865228,1537.7725093614908,3829836
2020-04-23,1662.1993408203125,1681.4474897157427,1558.3035637973692,1575.2508061547485,5934366
2020-04-24,1609.36669921875,1638.9246927553193,1599.8532453395178,1628.9687526491462,2987102
2020-04-27,1625.34033203125,1659.323294712739,1615.0746735203993,1621.535015426025,3374741
2020-04-28,1645.2081298828125,1653.1285903563241,1621.8005430018281,1650.4736729199917,2678505
2020-04-29,1686.447509765625,1692.5538403307012,1637.2430707717626,1658.4381144552092,4241510
2020-04-30,1782.7325439453125,1798.2638522190807,1718.7932903415583,1752.245289071742,5915544
2020-05-04,1708.3948974609375,1739.8557089601363,1693.5274262098224,1739.8557089601363,3729348
2020-05-05,1710.430419921875,1749.5904489383247,1705.3418285807545,1730.2095316159373,2905528
2020-05-06,1684.633544921875,1728.970643342912,1675.7838203656254,1716.6696126328166,3517431
2020-05-07,1674.0579833984375,1711.9347355212187,1666.7126696120656,1690.2972045695526,3166754
2020-05-08,1675.6072998046875,1716.4045188902421,1669.2797235146786,1716.05050821122,2686530
2020-05-11,1712.6871337890625,1726.9351678637013,1689.4123163915076,1689.4123163915076,2449841
2020-05-12,1725.2537841796875,1731.4485913042106,1690.51861566004,1711.005749399057,3256595
2020-05-13,1725.3865966796875,1764.6351040942657,1704.1472574127554,1764.6351040942657,2656665
2020-05-14,1683.5272216796875,1701.890398959459,1673.5712821906548,1690.297282138001,2263146
2020-05-15,1675.1644287109375,1696.846254467225,1650.6506262018147,1695.6072713896638,3173682
2020-05-18,1721.8023681640625,1728.3068940319783,1656.7568934271778,1687.6424533774032,3727694
2020-05-19,1724.50146484375,1740.2539085270066,1684.10245374073,1684.10245374073,3198693
2020-05-20,1728.8822021484375,1737.112489361271,1709.5012833783433,1725.6963228504867,2778505
2020-05-21,1762.1568603515625,1768.1747154073314,1717.8640600506853,1722.156154245579,3400908
2020-05-22,1787.9539794921875,1798.2639296315256,1735.6521318847588,1749.6789229190754,3663418
2020-05-26,1719.5015869140625,1791.184360223398,1703.57208173421,1783.219607633472,4575317
2020-05-27,1774.6353759765625,1778.794703464659,1717.9528448262533,1733.661106511078,3482160
2020-05-28,1773.750244140625,1782.3344333039815,1744.5461546177692,1759.7676368545021,3475681
2020-05-29,1745.4755859375,1772.2902973917867,1736.6701522838614,1754.0155926436846,7237735
2020-06-01,1809.9898681640625,1823.0432115477172,1753.2188649948018,1761.0951412524066,3747773
2020-06-02,1811.671630859375,1841.6279309560805,1805.388347174527,1823.2204581607295,2443886
2020-06-03,1816.1092529296875,1831.7305310039142,1792.8991751074047,1821.1684888771974,3699799
2020-06-04,1856.4051513671875,1863.9051071502483,1816.6417990760815,1816.6417990760815,4048593
2020-06-05,1817.972900390625,1862.1296936504486,1810.9167325449532,1856.44930843083,3573289
2020-06-08,1838.8311767578125,1859.4672693653274,1830.2661755354854,1844.6004069491607,2957841
2020-06-09,1839.0975341796875,1859.9110986981798,1828.624118870401,1831.1537911506362,2909439
2020-06-10,1871.6712646484375,1892.3073556516745,1840.3842879661104,1843.5352183180726,5168397
2020-06-11,1835.1920166015625,1868.342987160138,1829.999839503305,1863.9051178319664,2269513
2020-06-12,1810.2069091796875,1818.8163323863723,1784.911053866316,1785.088525301877,2842642
2020-06-15,1801.686279296875,1827.5146580891712,1775.990949912294,1809.8519158293211,2399022
2020-06-16,1815.7984619140625,1840.7835768611912,1802.6623267801542,1832.83983495865,2146528
2020-06-17,1817.5738525390625,1827.381587347338,1798.712907405011,1815.9761762009034,2703527
2020-06-18,1808.964111328125,1827.6918965408631,1797.5143878210204,1815.0883921199631,1944389
2020-06-19,1814.733154296875,1855.029021700706,1803.5497474142749,1812.4254843602114,5681758
2020-06-22,1799.9552001953125,1821.5232863445335,1792.1446159548536,1819.5262453435469,3196138
2020-06-23,1806.479248046875,1814.2010978350977,1784.0235844660208,1799.1123411505594,4205944
2020-06-24,1812.60302734375,1832.1740714209973,1803.1947674787868,1805.3249660992167,2560937
2020-06-25,1789.4376220703125,1828.4021358581258,1783.3577628509415,1806.212789549168,3043931
2020-06-26,1880.6358642578125,1892.3073732458713,1792.8546839541168,1797.3369750576405,6300722
2020-06-29,1865.3697509765625,1888.402468896844,1856.183490385036,1871.005932374095,3076341
2020-06-30,1848.0618896484375,1874.4672128939703,1841.7602450408406,1863.905170272895,3071725
