Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,EMA_20,RSI_14,MACD,MACD_Signal,ATR_14,BB_MID,BB_STD,BB_UP,BB_LOW,OBV,Momentum,Volatility,Target
2020-04-13,1556.8878173828125,1581.4458034179825,1545.1619321588123,1558.43651920485,2990438,1556.5825927734375,1731.1426147460938,1580.564077635694,56.35141550792762,-52.26391965048333,-65.27938044897704,106.80671953284295,1534.0413879394532,55.47358770536954,1644.9885633501922,1423.0942125287143,-28515107,7.9200439453125,0.041567814455968355,0
2020-04-15,1535.559814453125,1603.5699188193564,1529.0552892027574,1579.6756650621144,4761399,1551.6444091796875,1723.4829858398436,1576.2779573325925,46.24925509277375,-49.78825621471901,-62.181155602125436,96.83181295870345,1533.073992919922,55.25883815155028,1643.5916692230226,1422.5563166168213,-33276506,-49.3818359375,0.04103913898762982,0
2020-04-16,1518.6572265625,1561.88811513224,1482.373351082538,1513.258807446037,6245533,1542.046875,1715.997509765625,1570.7902686878217,53.21053022805736,-48.629600919116456,-59.47084466552364,91.15218405347908,1529.6603088378906,53.8474725651658,1637.3552539682223,1421.965363707559,-39522039,-95.975341796875,0.04040980208791429,1
2020-04-17,1598.437255859375,1638.924746963624,1551.3567629671832,1592.9504696753734,9895823,1544.4982421875,1710.401943359375,1573.4233150851126,56.61807331205389,-40.80342020606872,-55.73735977363266,91.07315101906941,1535.0632629394531,55.10506700441883,1645.2733969482908,1424.8531289306154,-29626216,24.513671875,0.04352873550213006,1
2020-04-20,1609.455078125,1619.4994932670872,1595.1627522480462,1619.4994932670872,3244282,1543.838916015625,1706.0599169921875,1576.854911565102,54.594296793842624,-33.32788630193795,-51.25546507929373,84.59388594925505,1542.7039489746094,54.24668072382736,1651.197310422264,1434.2105875269547,-26381934,-6.59326171875,0.04273903391277628,0
2020-04-21,1537.7725830078125,1588.1717268430468,1528.967041261329,1561.9765608002738,5122541,1546.3964965820312,1699.872197265625,1573.1327850358364,46.60163008901517,-32.809443266147355,-47.56626071666446,83.42128139267706,1546.9186462402345,50.06271527746509,1647.0440767951645,1446.7932156853044,-31504475,25.5758056640625,0.03977523890321037,1
2020-04-22,1565.9588623046875,1584.1007988275733,1521.400517865228,1537.7725093614908,3829836,1556.600244140625,1694.1559619140626,1572.4495542995364,46.48560653001075,-29.780880792587595,-44.00918473184909,81.60392627491274,1552.8103576660155,44.44231116922571,1641.694980004467,1463.925735327564,-27674639,102.0374755859375,0.038098879551314066,1
2020-04-23,1662.1993408203125,1681.447489715743,1558.3035637973692,1575.2508061547485,5934366,1565.7198608398437,1689.6827734375,1580.997153015801,55.900609664253025,-19.39138904946276,-39.08562559537182,81.45854124511136,1556.38564453125,50.15891441746774,1656.7034733661853,1456.0678156963145,-21740273,91.1961669921875,0.035977974675542645,0
2020-04-24,1609.36669921875,1638.9246927553193,1599.8532453395178,1628.9687526491462,2987102,1575.7288940429687,1684.4727294921875,1583.6990145589389,49.559682716710014,-15.245059075920608,-34.317512291481584,81.07608492455613,1562.9720642089844,47.87079513426551,1658.7136544775153,1467.2304739404535,-24727375,100.09033203125,0.034987197711351746,1
2020-04-27,1625.34033203125,1659.323294712739,1615.0746735203993,1621.535015426025,3374741,1581.9635009765625,1679.4380688476563,1587.6648543182064,58.43282161691616,-10.548527173419643,-29.563715267869195,76.2529774047723,1568.8770446777344,47.91829121267155,1664.7136271030774,1473.0404622523913,-21352634,62.3460693359375,0.03356825614525907,1
2020-04-28,1645.2081298828125,1653.128590356324,1621.800543001828,1650.4736729199917,2678505,1590.7955322265625,1674.3544604492188,1593.1451662767404,64.10913208232637,-5.163801470498811,-24.68373250839512,72.80158645360386,1573.6890625,50.57253009237386,1674.8341226847479,1472.5440023152523,-18674129,88.3203125,0.03351116832179835,1
2020-04-29,1686.447509765625,1692.5538403307012,1637.2430707717626,1658.4381144552092,4241510,1605.8843017578124,1670.24587890625,1602.0311037518723,60.010741975380256,2.403598560566479,-19.266266294602804,68.4304438470735,1578.76435546875,56.506501684637435,1691.7773588380248,1465.751352099475,-14432619,150.8876953125,0.03321579253560749,1
2020-04-30,1782.7325439453125,1798.2638522190807,1718.7932903415583,1752.245289071742,5915544,1632.2918334960937,1667.7581396484375,1619.240764722676,72.37187831248463,15.985939219631746,-12.215825191755895,69.78003143582659,1587.1693542480468,72.39159701342427,1731.9525482748954,1442.3861602211982,-8517075,264.0753173828125,0.03536254376850123,0
2020-05-04,1708.3948974609375,1739.8557089601363,1693.5274262098224,1739.8557089601363,3729348,1643.28759765625,1663.4111352539062,1627.7316345072725,61.50721547338792,20.51512959798515,-5.669634233807686,71.51519558337074,1593.892919921875,77.18275585800892,1748.258431637893,1439.5274082058572,-12246423,109.9576416015625,0.03726296554673237,1
2020-05-05,1710.430419921875,1749.5904489383247,1705.3418285807545,1730.2095316159373,2905528,1653.3851318359375,1659.2410229492189,1635.6077093086633,62.23038994048262,23.99222778761896,0.26273817047764236,72.08410623325645,1598.6120239257812,81.37991012181041,1761.371844169402,1435.8522036821603,-9340895,100.975341796875,0.037313413698259745,0
2020-05-06,1684.633544921875,1728.970643342912,1675.7838203656254,1716.6696126328166,3517431,1668.0712280273438,1654.2202392578124,1640.2768365099214,61.79048289914042,24.38516394431076,5.087223325244266,70.56069147330557,1607.2338623046876,80.87563257679994,1768.9851274582875,1445.4825971510877,-12858326,146.8609619140625,0.033815470956879326,0
2020-05-07,1674.0579833984375,1711.9347355212187,1666.7126696120656,1690.2972045695526,3166754,1678.8811401367188,1648.76830078125,1643.494088594542,62.415152176537696,23.571491763845643,8.784077012964541,68.11121303469493,1617.7406921386719,74.69080792716115,1767.1223079929941,1468.3590762843496,-16025080,108.09912109375,0.0340102556748567,1
2020-05-08,1675.6072998046875,1716.404518890242,1669.2797235146786,1716.05050821122,2686530,1680.2219360351562,1643.688232421875,1646.5524896621748,57.045942060677554,22.788970517952976,11.585055713962229,62.88673267572629,1622.9708984375,74.90789660214922,1772.7866916417984,1473.1551052332015,-13338550,13.407958984375,0.028167569561565915,1
2020-05-11,1712.6871337890625,1726.9351678637013,1689.4123163915076,1689.4123163915076,2449841,1690.5539794921874,1640.0446948242188,1652.8510271980688,58.9973161585639,24.874116178552185,14.24286780688022,64.81467032143863,1633.1414367675782,72.42652390883914,1777.9944845852565,1488.2883889498999,-10888709,103.3204345703125,0.026256367062854485,1
2020-05-12,1725.2537841796875,1731.4485913042106,1690.51861566004,1711.005749399057,3256595,1700.5453247070313,1637.3808129882811,1659.7465278629847,68.21738748804957,27.226779434643277,16.839650132432833,61.98909452004575,1641.254412841797,73.23864267787903,1787.731698197555,1494.7771274860388,-7632114,99.9134521484375,0.026232139600122956,1
2020-05-13,1725.3865966796875,1764.6351040942657,1704.1472574127554,1764.6351040942657,2656665,1708.5631713867188,1634.0026879882812,1665.997962988385,66.38472910408589,28.770352163094913,19.22579053856525,61.83106349998611,1649.6793518066406,72.71247878185362,1795.104309370348,1504.2543942429334,-4975449,80.178466796875,0.0262081088115501,0
2020-05-14,1683.5272216796875,1701.890398959459,1673.5712821906548,1690.297282138001,2263146,1708.271142578125,1630.3593139648438,1667.6674161970807,52.46775023686267,26.3126273530429,20.643157901460782,56.73616268360461,1657.0777221679687,67.85537199015484,1792.7884661482783,1521.366978187659,-7238595,-2.9202880859375,0.026665671794480695,0
2020-05-15,1675.1644287109375,1696.846254467225,1650.6506262018147,1695.6072713896638,3173682,1697.5143310546875,1626.8667138671874,1668.3814173888766,58.486476648353815,23.420083092924642,21.19854293975356,55.582557882505725,1664.9030822753907,59.57076675518606,1784.0446157857627,1545.7615487650187,-10412277,-107.568115234375,0.017629496955174934,1
2020-05-18,1721.8023681640625,1728.3068940319783,1656.7568934271778,1687.6424533774032,3727694,1698.855078125,1626.1579833984374,1673.4691269865134,61.52951430886703,24.607354605127966,21.88030527282844,57.124943961849404,1671.071337890625,58.706999444159514,1788.485336778944,1553.6573390023061,-6684583,13.407470703125,0.015610289540628286,1
2020-05-19,1724.50146484375,1740.2539085270066,1684.10245374073,1684.10245374073,3198693,1700.2621826171876,1625.4830297851563,1678.3293496395836,59.88305944250118,25.47243994548876,22.598732207360506,58.89804449269088,1676.8236572265625,57.98373425950658,1792.7911257455758,1560.8561887075493,-3485890,14.071044921875,0.015611546151415282,1
2020-05-20,1728.8822021484375,1737.112489361271,1709.5012833783433,1725.6963228504867,2778505,1704.6870483398438,1624.2824682617188,1683.1439070213794,55.82415402539725,26.209389670128076,23.32086369991402,56.919504237261535,1686.3791381835938,48.89779990016521,1784.1747379839242,1588.5835383832634,-707385,44.2486572265625,0.014562782350716409,1
2020-05-21,1762.1568603515625,1768.1747154073314,1717.864060050685,1722.156154245579,3400908,1713.4969360351563,1622.9215600585937,1690.6689501956826,46.58538877981069,29.142478118227473,24.485186583576713,52.52624087320372,1696.1890380859375,42.763387856774294,1781.715813799486,1610.6622623723888,2693523,88.098876953125,0.015044960203766894,1
2020-05-22,1787.9539794921875,1798.2639296315256,1735.6521318847588,1749.6789229190754,3663418,1724.7316040039063,1621.3412426757814,1699.934191081064,65.738797226196,33.16626372133851,26.221402011129072,50.626718016866334,1702.4767700195312,46.57774088468616,1795.6322517889034,1609.321288250159,6356941,112.3466796875,0.01523150102949444,0
2020-05-26,1719.5015869140625,1791.184360223398,1703.57208173421,1783.219607633472,4575317,1725.4130493164062,1618.5429858398438,1701.7977525889685,51.421077250410285,30.480249458610842,27.073171500625428,53.72412216912475,1707.9835144042968,41.18897872763206,1790.3614718595609,1625.6055569490327,1781624,6.814453125,0.019715597203252475,1
2020-05-27,1774.6353759765625,1778.794703464659,1717.952844826253,1733.661106511078,3482160,1730.3512084960937,1619.3793994140624,1708.7346691020728,62.91266788070737,32.426606078740406,28.143858416248428,54.27091043063327,1715.4482666015624,38.887308141165626,1793.2228828838936,1637.6736503192312,5263784,49.381591796875,0.02206830760220124,0
2020-05-28,1773.750244140625,1782.3344333039815,1744.5461546177692,1759.767636854502,3475681,1735.1875732421875,1620.525810546875,1714.9266286295538,64.71204754381571,33.511386576787345,29.217364048356213,53.73992562899465,1721.8753723144532,37.255534365737724,1796.3864410459287,1647.3643035829778,1788103,48.3636474609375,0.02207766384420262,0
2020-05-29,1745.4755859375,1772.290297391787,1736.6701522838614,1754.0155926436846,7237735,1741.3824096679687,1624.33716796875,1717.8360531350725,59.5569379514767,31.72386139436071,29.718663517557115,53.02244680622324,1724.8267761230468,36.634139187450046,1798.0950544979469,1651.5584977481467,-5449632,61.9483642578125,0.0210704320794247,1
2020-06-01,1809.9898681640625,1823.0432115477167,1753.2188649948018,1761.0951412524066,3747773,1754.8649536132812,1628.7983471679688,1726.612606947357,62.3803825893337,35.10829168381656,30.796589150809005,54.896715202737745,1726.1896423339845,39.310952765185235,1804.811547864355,1647.567736803614,-1701859,134.825439453125,0.023192228818470724,1
2020-06-02,1811.671630859375,1841.6279309560805,1805.388347174527,1823.220458160729,2443886,1763.8518798828125,1635.2242163085937,1734.7134663675492,61.308674325961896,37.49397407223205,32.136066135093614,54.5616872125508,1731.3534790039062,43.41893982372662,1818.1913586513595,1644.5155993564529,742027,89.8692626953125,0.022174947597817928,1
2020-06-03,1816.1092529296875,1831.7305310039144,1792.8991751074047,1821.1684888771972,3699799,1773.0126586914062,1642.41357421875,1742.4654460401339,61.73973673419227,39.289815036602704,33.56681591539543,53.014795013622184,1736.6374206542969,47.01973180318463,1830.6768842606662,1642.5979570479276,4441826,91.6077880859375,0.022160105242974334,1
2020-06-04,1856.4051513671875,1863.9051071502483,1816.6417990760813,1816.6417990760813,4048593,1785.7649536132812,1650.4721044921876,1753.3168465474723,72.46172097788747,43.46355338790022,35.54616340989639,52.72769070873134,1745.2260009765625,52.40072337181851,1850.0274477201995,1640.4245542329256,8490419,127.52294921875,0.022740755420910266,0
2020-06-05,1817.972900390625,1862.1296936504489,1810.9167325449528,1856.44930843083,3573289,1791.3465576171875,1657.8690698242187,1759.4745659611058,67.21009733029425,43.17244457226366,37.07141964236985,53.08607162588032,1752.4217468261718,51.99318268551793,1856.4081121972076,1648.435381455136,4917130,55.8160400390625,0.02390286917935684,1
2020-06-08,1838.8311767578125,1859.4672693653276,1830.2661755354852,1844.6004069491607,2957841,1796.43427734375,1662.8318212890624,1767.0323384179349,65.03771427997788,44.11628228078803,38.480392170053484,50.939240795159044,1760.582940673828,52.11149912454293,1864.8059389229138,1656.3599424247423,7874971,50.877197265625,0.023757689405468456,1
2020-06-09,1839.0975341796875,1859.91109869818,1828.624118870401,1831.153791150636,2909439,1808.3938720703125,1670.061005859375,1773.8956903952446,64.8177571081815,44.374254498832215,39.65916463580923,49.16320686955208,1766.9034606933594,53.640181369173774,1874.183823431707,1659.6230979550119,10784410,119.595947265625,0.018947109812448026,1
2020-06-10,1871.6712646484373,1892.3073556516745,1840.3842879661104,1843.5352183180728,5168397,1818.0974609375,1677.3496166992188,1783.2076498479296,67.20856332458482,46.669154199948935,41.06116254863717,50.991679404484884,1774.2243347167969,57.50872032344985,1889.2417753636967,1659.206894069897,15952807,97.03588867187477,0.017301927161267223,0
2020-06-11,1835.1920166015625,1868.342987160138,1829.999839503305,1863.9051178319664,2269513,1824.2416381835938,1683.0741015625,1788.1585419197042,58.73453837915615,45.02528484295408,41.85398700750055,50.37459153223387,1779.7146057128907,57.84137902246312,1895.397363757817,1664.0318476679645,13683294,61.4417724609375,0.018990019480550548,0
2020-06-12,1810.2069091796875,1818.8163323863723,1784.911053866316,1785.088525301877,2842642,1830.7147705078125,1687.5794067382812,1790.258386420655,52.66648723919633,41.23113036899963,41.72941567980037,49.49381760283956,1786.0485900878907,53.52926301492043,1893.1071161177315,1678.99006405805,10840652,64.7313232421875,0.01873699916838804,0
2020-06-15,1801.686279296875,1827.5146580891712,1775.990949912294,1809.851915829321,2399022,1829.8844116210937,1691.3204809570314,1791.346757170771,61.499549587865225,37.10892342161446,40.80531722816319,46.916062580531666,1792.3746826171875,46.7868116399619,1885.9483058971114,1698.8010593372637,8441630,-8.3035888671875,0.014754288674469684,1
2020-06-16,1815.7984619140625,1840.7835768611912,1802.6623267801544,1832.83983495865,2146528,1830.2970947265626,1696.157978515625,1793.6754909558463,56.50661644676163,34.58213854715268,39.56068149196109,45.36287964666811,1797.0744873046874,43.96024981520974,1884.994986935107,1709.153987674268,10588158,4.1268310546875,0.014981169269399483,1
2020-06-17,1817.5738525390625,1827.381587347338,1798.712907405011,1815.9761762009036,2703527,1830.4435546875,1700.1884887695312,1795.951525392343,56.907721690796045,32.349991945541205,38.11854358267712,44.71147973639058,1801.7281066894532,40.677049413532714,1883.0822055165186,1720.3740078623878,13291685,1.464599609375,0.014965239998952759,0
2020-06-18,1808.964111328125,1827.6918965408631,1797.5143878210204,1815.0883921199631,1944389,1825.6994506835938,1706.1238354492189,1797.1908192909889,60.6688169854948,29.54568129844256,36.40397112583021,44.21843808375338,1805.7322021484374,36.89458880354286,1879.5213797555232,1731.9430245413516,11347296,-47.4410400390625,0.012836711943203067,1
2020-06-19,1814.733154296875,1855.029021700706,1803.5497474142749,1812.4254843602116,5681758,1825.3754760742188,1713.1400708007814,1798.8615178629782,50.99316183653533,27.47207745222954,34.61759239111008,42.354984417768684,1808.361016845703,35.472002576739854,1879.3050219991828,1737.4170116922232,17029054,-3.23974609375,0.01119281797043504,0
2020-06-22,1799.9552001953125,1821.5232863445333,1792.1446159548536,1819.5262453435469,3196138,1821.4878784179687,1717.719111328125,1798.9656780851053,47.67432788097567,24.355518813023764,32.56517767549282,41.86491917549199,1808.9610778808594,35.20915362768048,1879.3793851362204,1738.5427706254984,13832916,-38.8759765625,0.01064019846801188,1
2020-06-23,1806.479248046875,1814.2010978350977,1784.0235844660208,1799.1123411505594,4205944,1818.2260498046876,1723.6631689453125,1799.6812561767024,48.10417941337199,22.156651687126214,30.4834724778195,41.24678756638965,1813.3099609375,28.26464107125845,1869.8392430800168,1756.780678794983,18038860,-32.6182861328125,0.010777189877410265,1
2020-06-24,1812.60302734375,1832.1740714209973,1803.1947674787868,1805.324966099217,2560937,1812.3192260742187,1728.6553442382813,1800.9119010497545,40.036264380103994,20.669901698357535,28.520758321927108,39.902748260793196,1815.2083435058594,26.765657364126493,1868.7396582341123,1761.6770287776064,20599797,-59.06823730468727,0.008646697176339957,0
2020-06-25,1789.4376220703125,1828.4021358581256,1783.3577628509415,1806.212789549168,3043931,1807.7437866210937,1733.3063403320311,1799.819112575522,43.02455420419801,17.4215620933403,26.30091907620975,39.46213482519948,1815.9927124023438,25.695237381312563,1867.383187164969,1764.6022376397186,17555866,-45.75439453125,0.007411424011028605,1
2020-06-26,1880.6358642578125,1892.3073732458715,1792.8546839541168,1797.3369750576403,6300722,1814.7866821289062,1740.207861328125,1807.5159460690734,57.60414668286688,21.953103807006528,25.431356022369105,43.84609069668922,1822.7507263183593,23.882735641515094,1870.5161976013894,1774.9852550353291,23856588,70.428955078125,0.017675621113082133,0
2020-06-29,1865.3697509765625,1888.402468896844,1856.183490385036,1871.005932374095,3076341,1821.155029296875,1747.1421118164062,1813.025832250739,54.53155806496984,24.035469573830596,25.152178732661405,43.91266203126271,1825.5197204589845,25.482203659658143,1876.4841277783007,1774.5553131396682,20780247,63.6834716796875,0.01789302398247121,0
2020-06-30,1848.0618896484373,1874.4672128939703,1841.7602450408408,1863.905170272895,3071725,1824.3813720703124,1752.1346044921875,1816.3625996219484,45.70136430475222,24.01236014475262,24.92421501507965,42.44817248705861,1827.3392333984375,25.739257977244772,1878.817749352927,1775.860717443948,17708522,32.26342773437477,0.018259823902569233,1
2020-07-01,1856.8489990234373,1876.2867805279868,1845.7099033707052,1845.887374810052,2503466,1828.30888671875,1757.0824829101562,1820.218447183995,54.385378610730676,24.42157532687429,24.823687077438578,41.655704773640714,1829.376220703125,26.407142259034494,1882.190505221194,1776.561936185056,20211988,39.27514648437477,0.01827747673408687,1
2020-07-02,1914.6300048828125,1921.5975468684603,1862.130093916873,1865.6803896154752,3758699,1838.8754760742188,1764.6196313476562,1829.2100241076919,68.66574672675077,29.073187970288473,25.67358725600856,42.689103710053324,1832.2874633789063,32.132574085020366,1896.552611548947,1768.0223152088656,23970687,105.6658935546875,0.020165816064147708,1
2020-07-03,1952.3516845703125,1957.1002912284291,1917.3813624155168,1920.399026754338,4185208,1852.6373291015625,1772.3474877929686,1840.937801294608,74.38586397509904,35.395432290253666,27.617956262857582,42.04243072210613,1839.0064025878905,41.62816078982706,1922.2627241675445,1755.7500810082365,28155895,137.6185302734375,0.02059324574593891,1
2020-07-06,2008.757080078125,2014.7037814933988,1957.1003257042264,1957.1003257042264,5190366,1873.5175170898438,1779.278642578125,1856.920589750181,77.4703307283113,44.44496657244213,30.983358324774493,43.70348781916113,1847.5026977539062,56.33391650052356,1960.1705307549532,1734.8348647528592,33346261,208.8018798828125,0.020791851992902705,1
2020-07-07,2014.703369140625,2043.8158285991976,1981.197463392742,2019.2300814949376,5630055,1894.3399291992187,1787.3853759765625,1871.9475211206995,77.73474626309934,51.502910034157594,35.08726866665111,46.12846533802747,1856.2829895019531,67.52786562882774,1991.3387207596086,1721.2272582442977,38976316,208.22412109375,0.020819885811518394,0
2020-07-08,1969.4373779296875,2018.6977228238595,1959.407967548732,2014.792484860728,2793358,1910.0233642578125,1794.2673168945312,1881.2322693882222,70.46644482438765,52.83474780603456,38.6367644945278,48.20791152054782,1861.1712951660156,72.08527335348266,2005.341841872981,1717.0007484590503,36182958,156.8343505859375,0.023344813512959327,0
2020-07-09,1956.523193359375,1992.159191121338,1944.7184196835844,1978.4017986230615,3443998,1926.7319213867188,1800.4936181640626,1888.402833575951,67.75993815525035,52.24591369798122,41.35859433521849,47.91944703135656,1867.2378540039062,74.83682069611814,2016.9114953961425,1717.56421261167,32738960,167.0855712890625,0.022788636283811226,1
2020-07-10,1972.4996337890625,1996.907912208564,1931.3605033030688,1957.3220358038116,9610320,1935.9182983398437,1806.2146606445312,1896.4120526438664,71.54739321609952,52.46365528637057,43.57960652544891,50.50292835391482,1875.352490234375,77.09222504967842,2029.5369403337318,1721.1680401350181,42349280,91.86376953125,0.017471351065477796,0
2020-07-13,1970.4141845703125,1992.559111459231,1961.538445000176,1970.4141845703125,2963503,1946.4227416992187,1809.9682934570312,1903.4598747320995,70.701733670286,51.870013512970445,45.23768792295322,50.56315357462755,1883.788885498047,77.83503875245532,2039.4589630029577,1728.1188079931362,39385777,105.04443359375,0.017022994195402118,0
2020-07-14,1927.7657470703125,1987.2776098554152,1921.597152897264,1961.5379713177613,2976738,1954.3931274414062,1814.3557104492188,1905.7747197166912,63.31454494493182,47.41164373594211,45.672479085551004,53.1846645043376,1889.3872497558593,76.7058650408655,2042.7989798375904,1735.9755196741282,36409039,79.70385742187523,0.018601691917955097,1
2020-07-15,1982.750732421875,2005.9164918589552,1935.8870160548008,1939.3484666866448,5569321,1966.98330078125,1819.8021166992187,1913.1057685457563,70.81817935630662,47.76458198727323,46.09089966589545,55.549405345870355,1897.64609375,77.45538977372757,2052.5568732974552,1742.735314202545,41978360,125.90173339843773,0.0201111791910604,1
2020-07-16,1987.9547119140625,2075.3544436270317,1974.9226759398648,1996.1831853832225,8582118,1974.315771484375,1825.8685400390625,1920.234239342738,64.18454774971988,47.9119071067837,46.455101154073105,55.37526366812806,1906.5956237792968,77.0087764815511,2060.613176742399,1752.5780708161947,50560478,73.32470703125,0.018205415781671726,0
